registry,package,downloads,latest_version,version_count,stable_version_count,first_release,latest_release,github_url,registry_url,doc_site_url,readme_file,has_readme,docs_folder_count,docs_folder_files,error
rubygems,bundler,3670861388.0,4.0.20,431,325,2009-08-04,2026-09-02,https://github.com/bundler/bundler,https://rubygems.org/gems/bundler,https://bundler.io/,README.md,Yes,0,,
rubygems,aws-sdk-core,1735534533.0,3.254.1,1479,1444,2014-09-25,2026-08-06,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-core,https://rubydoc.info/gems/aws-sdk-core,,No,0,,
rubygems,aws-sigv4,1542666286.0,1.12.1,32,30,2016-11-08,2025-06-10,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sigv4,https://rubydoc.info/gems/aws-sigv4,,No,0,,
rubygems,aws-partitions,1503401650.0,1.1283.0,1282,1282,2016-12-05,2026-09-08,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-partitions,https://rubydoc.info/gems/aws-partitions,,No,0,,
rubygems,jmespath,1428846385.0,1.6.2,21,21,2014-10-24,2022-11-25,https://github.com/trevorrowe/jmespath.rb,https://rubygems.org/gems/jmespath,https://www.rubydoc.info/gems/jmespath/1.6.2,,No,0,,
rubygems,i18n,1415699447.0,1.15.2,89,80,2009-07-25,2026-06-19,https://github.com/svenfuchs/i18n,https://rubygems.org/gems/i18n,https://guides.rubyonrails.org/i18n.html,README.md,Yes,0,,
rubygems,activesupport,1412649969.0,8.1.3,505,329,2009-07-25,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/activesupport,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,rake,1395357068.0,13.4.2,96,80,2009-07-25,2026-04-16,https://github.com/ruby/rake,https://rubygems.org/gems/rake,https://ruby.github.io/rake,README.rdoc,Yes,12,doc/command_line_usage.rdoc; doc/example/Rakefile1; doc/example/Rakefile2; doc/example/a.c; doc/example/b.c; doc/example/main.c; doc/glossary.rdoc; doc/jamis.rb; doc/proto_rake.rdoc; doc/rake.1; doc/rakefile.rdoc; doc/rational.rdoc,
rubygems,json,1355755833.0,3.0.0,247,240,2009-07-25,2026-09-09,https://github.com/ruby/json,https://rubygems.org/gems/json,https://docs.ruby-lang.org/en/master/JSON.html,README.md,Yes,0,,
rubygems,concurrent-ruby,1350894115.0,1.3.8,138,77,2013-07-23,2026-07-19,https://github.com/ruby-concurrency/concurrent-ruby,https://rubygems.org/gems/concurrent-ruby,http://www.concurrent-ruby.com,README.md,Yes,0,,
rubygems,aws-eventstream,1346700829.0,1.4.0,11,11,2018-05-10,2025-06-02,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-eventstream,https://rubydoc.info/gems/aws-eventstream,,No,0,,
rubygems,rack,137880.0,3.2.7,181,170,2009-07-25,2026-08-13,,https://rubygems.org/gems/rack,https://rubydoc.info/github/rack/rack,README.md,Yes,0,,
rubygems,tzinfo,1302574308.0,2.0.6,95,95,2009-07-25,2023-01-28,https://github.com/tzinfo/tzinfo,https://rubygems.org/gems/tzinfo,https://tzinfo.github.io,README.md,Yes,0,,
rubygems,minitest,1281474403.0,6.0.6,158,156,2009-07-25,2026-05-01,https://github.com/minitest/minitest,https://rubygems.org/gems/minitest,https://docs.seattlerb.org/minitest,README.rdoc,Yes,0,,
rubygems,nokogiri,1249776487.0,1.19.4,1185,982,2009-07-25,2026-06-18,https://github.com/sparklemotion/nokogiri,https://rubygems.org/gems/nokogiri,https://nokogiri.org/rdoc/index.html,README.md,Yes,0,,
rubygems,addressable,1248517381.0,2.9.0,48,48,2009-07-25,2026-04-05,https://github.com/sporkmonger/addressable,https://rubygems.org/gems/addressable,https://rubydoc.info/gems/addressable,README.md,Yes,0,,
rubygems,faraday,1241469867.0,2.14.3,160,146,2009-12-19,2026-06-16,https://github.com/lostisland/faraday,https://rubygems.org/gems/faraday,https://lostisland.github.io/faraday,README.md,Yes,0,,
rubygems,public_suffix,1220136610.0,7.0.5,57,56,2011-12-24,2026-03-03,https://github.com/weppos/publicsuffix-ruby,https://rubygems.org/gems/public_suffix,https://simonecarletti.com/code/publicsuffix-ruby,README.md,Yes,0,,
rubygems,diff-lcs,1218933223.0,2.0.0,23,21,2009-07-25,2026-02-02,https://github.com/halostatue/diff-lcs,https://rubygems.org/gems/diff-lcs,https://halostatue.github.io/diff-lcs/,README.md,Yes,0,,
rubygems,rspec-core,1187996415.0,3.13.6,149,94,2010-10-10,2025-10-19,https://github.com/rspec/rspec-core,https://rubygems.org/gems/rspec-core,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,rspec-expectations,1187518803.0,3.13.5,126,73,2010-10-10,2025-05-27,https://github.com/rspec/rspec-expectations,https://rubygems.org/gems/rspec-expectations,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,rspec-mocks,1182198478.0,3.13.8,135,82,2010-10-10,2026-02-27,https://github.com/rspec/rspec-mocks,https://rubygems.org/gems/rspec-mocks,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,rspec-support,1174568773.0,3.13.7,53,43,2014-06-02,2026-01-28,https://github.com/rspec/rspec,https://rubygems.org/gems/rspec-support,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,multi_json,1150569936.0,1.21.1,75,72,2010-06-13,2026-09-07,https://github.com/sferik/multi_json,https://rubygems.org/gems/multi_json,https://www.rubydoc.info/gems/multi_json/1.21.1,README.md,Yes,0,,
rubygems,thor,1137357482.0,1.5.0,58,58,2009-07-25,2026-01-06,https://github.com/wycats/thor,https://rubygems.org/gems/thor,https://github.com/rails/thor/wiki,README.md,Yes,0,,
rubygems,aws-sdk-s3,1092149547.0,1.229.0,309,294,2017-08-29,2026-09-08,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-s3,https://rubydoc.info/gems/aws-sdk-s3,,No,0,,
rubygems,ffi,1073180440.0,1.17.4,438,364,2009-07-25,2026-03-26,https://github.com/ffi/ffi,https://rubygems.org/gems/ffi,https://github.com/ffi/ffi,README.md,Yes,4,ext/ffi_c/libffi/doc/Makefile.am; ext/ffi_c/libffi/doc/Makefile.in; ext/ffi_c/libffi/doc/libffi.texi; ext/ffi_c/libffi/doc/version.texi,
rubygems,aws-sdk-kms,1057101340.0,1.130.0,144,131,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-kms,https://rubydoc.info/gems/aws-sdk-kms,,No,0,,
rubygems,rspec,1011146338.0,3.13.2,173,120,2009-07-25,2025-10-21,https://github.com/rspec/rspec,https://rubygems.org/gems/rspec,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,unicode-display_width,968488522.0,3.2.0,49,46,2011-01-03,2025-09-09,https://github.com/janlelis/unicode-display_width,https://rubygems.org/gems/unicode-display_width,https://rubydoc.info/gems/unicode-display_width,README.md,Yes,0,,
rubygems,mime-types,923099952.0,3.7.0,49,46,2009-07-25,2025-05-07,https://github.com/mime-types/ruby-mime-types,https://rubygems.org/gems/mime-types,https://rubydoc.info/gems/mime-types,README.md,Yes,0,,
rubygems,builder,920491109.0,3.3.0,25,25,2009-07-25,2024-06-06,https://github.com/jimweirich/builder,https://rubygems.org/gems/builder,https://github.com/jimweirich/builder,README.md,Yes,4,doc/jamis.rb; doc/releases/builder-1.2.4.rdoc; doc/releases/builder-2.0.0.rdoc; doc/releases/builder-2.1.1.rdoc,
rubygems,multipart-post,915576435.0,2.4.1,19,19,2009-07-25,2024-05-07,https://github.com/socketry/multipart-post,https://rubygems.org/gems/multipart-post,https://socketry.github.io/multipart-post/,readme.md,Yes,0,,
rubygems,activemodel,882549386.0,8.1.3,457,284,2010-08-29,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/activemodel,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,mini_mime,870447435.0,1.1.5,14,14,2016-12-13,2023-08-08,https://github.com/discourse/mini_mime,https://rubygems.org/gems/mini_mime,https://www.rubydoc.info/gems/mini_mime/1.1.5,README.md,Yes,0,,
rubygems,parser,828189139.0,3.3.12.0,170,134,2013-04-15,2026-07-16,https://github.com/whitequark/parser,https://rubygems.org/gems/parser,https://www.rubydoc.info/gems/parser/3.3.12.0,,No,0,,
rubygems,activerecord,827451393.0,8.1.3,517,343,2009-07-25,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/activerecord,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,actionpack,815491897.0,8.1.3,518,344,2009-07-25,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/actionpack,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,parallel,811681714.0,2.2.0,112,112,2009-10-05,2026-09-06,https://github.com/grosser/parallel,https://rubygems.org/gems/parallel,https://github.com/grosser/parallel/blob/v2.1.0/Readme.md,,No,0,,
rubygems,rexml,810871125.0,3.4.4,29,29,2018-12-04,2025-09-10,https://github.com/ruby/rexml,https://rubygems.org/gems/rexml,https://github.com/ruby/rexml,README.md,Yes,13,doc/rexml/context.rdoc; doc/rexml/tasks/rdoc/child.rdoc; doc/rexml/tasks/rdoc/document.rdoc; doc/rexml/tasks/rdoc/element.rdoc; doc/rexml/tasks/rdoc/node.rdoc; doc/rexml/tasks/rdoc/parent.rdoc; doc/rexml/tasks/tocs/child_toc.rdoc; doc/rexml/tasks/tocs/document_toc.rdoc; doc/rexml/tasks/tocs/element_toc.rdoc; doc/rexml/tasks/tocs/master_toc.rdoc; doc/rexml/tasks/tocs/node_toc.rdoc; doc/rexml/tasks/tocs/parent_toc.rdoc; doc/rexml/tutorial.rdoc,
rubygems,rack-test,803290815.0,2.2.0,29,29,2009-07-25,2024-12-23,https://github.com/rack/rack-test,https://rubygems.org/gems/rack-test,https://rubydoc.info/gems/rack-test,README.md,Yes,0,,
rubygems,jwt,801609851.0,3.2.0,56,52,2011-02-23,2026-05-13,https://github.com/jwt/ruby-jwt,https://rubygems.org/gems/jwt,https://rubydoc.info/gems/jwt,README.md,Yes,0,,
rubygems,tilt,785021188.0,2.9.0,48,47,2009-07-25,2026-08-17,https://github.com/rtomayko/tilt,https://rubygems.org/gems/tilt,https://tilt.jeremyevans.net,,No,0,,
rubygems,ast,783778184.0,2.4.3,12,12,2013-04-01,2025-03-19,https://github.com/whitequark/ast,https://rubygems.org/gems/ast,http://whitequark.github.io/ast,README.YARD.md,Yes,0,,
rubygems,rails,779205830.0,8.1.3,519,345,2009-07-25,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/rails,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,railties,777205380.0,8.1.3,455,283,2010-08-29,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/railties,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,rubyzip,777092084.0,3.6.0,53,48,2009-07-25,2026-09-01,https://github.com/rubyzip/rubyzip,https://rubygems.org/gems/rubyzip,https://www.rubydoc.info/gems/rubyzip/3.5.0,README.md,Yes,0,,
rubygems,method_source,767938956.0,1.1.0,29,24,2010-12-16,2024-04-15,https://github.com/banister/method_source,https://rubygems.org/gems/method_source,http://banisterfiend.wordpress.com,README.markdown,Yes,0,,
rubygems,actionview,766268811.0,8.1.3,309,207,2014-04-08,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/actionview,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,actionmailer,763842759.0,8.1.3,514,340,2009-07-25,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/actionmailer,https://api.rubyonrails.org/v8.1.3.1/,README.rdoc,Yes,0,,
rubygems,mail,754842068.0,2.9.1,97,81,2009-10-25,2026-07-01,https://github.com/mikel/mail,https://rubygems.org/gems/mail,https://rubydoc.info/gems/mail,README.md,Yes,0,,
rubygems,rainbow,739818942.0,3.1.1,20,20,2009-07-25,2022-01-11,https://github.com/sickill/rainbow,https://rubygems.org/gems/rainbow,https://www.rubydoc.info/gems/rainbow/3.1.1,README.markdown,Yes,0,,
rubygems,mime-types-data,737435701.0,3.2026.0701,79,75,2015-11-20,2026-07-01,https://github.com/mime-types/mime-types-data,https://rubygems.org/gems/mime-types-data,https://github.com/mime-types/mime-types-data,README.md,Yes,0,,
rubygems,faraday-net_http,736329487.0,3.4.4,24,22,2020-10-23,2026-06-02,https://github.com/lostisland/faraday-net_http,https://rubygems.org/gems/faraday-net_http,https://github.com/lostisland/faraday-net_http,README.md,Yes,0,,
rubygems,loofah,736109102.0,2.25.2,65,61,2009-08-18,2026-07-15,https://github.com/flavorjones/loofah,https://rubygems.org/gems/loofah,https://www.rubydoc.info/gems/loofah/,README.md,Yes,0,,
rubygems,ruby-progressbar,735115064.0,1.13.0,33,31,2009-10-22,2023-03-04,https://github.com/jfelchner/ruby-progressbar,https://rubygems.org/gems/ruby-progressbar,https://github.com/jfelchner/ruby-progressbar/tree/releases/v1.13.0,README.md,Yes,0,,
rubygems,rubocop,734707853.0,1.90.0,333,333,2012-05-03,2026-08-24,https://github.com/rubocop/rubocop,https://rubygems.org/gems/rubocop,https://docs.rubocop.org/rubocop/1.90/,README.md,Yes,0,,
rubygems,racc,723234494.0,1.8.1,43,41,2009-07-25,2024-07-30,https://github.com/tenderlove/racc,https://rubygems.org/gems/racc,https://github.com/tenderlove/racc,README.ja.rdoc,Yes,8,doc/en/grammar.en.rdoc; doc/en/grammar2.en.rdoc; doc/ja/command.ja.html; doc/ja/debug.ja.rdoc; doc/ja/grammar.ja.rdoc; doc/ja/index.ja.html; doc/ja/parser.ja.rdoc; doc/ja/usage.ja.html,
rubygems,connection_pool,714121393.0,3.0.2,34,34,2011-05-14,2025-12-05,https://github.com/mperham/connection_pool,https://rubygems.org/gems/connection_pool,https://github.com/mperham/connection_pool/wiki,README.md,Yes,0,,
rubygems,excon,699638385.0,1.7.1,282,282,2009-10-31,2026-08-28,https://github.com/excon/excon,https://rubygems.org/gems/excon,https://github.com/excon/excon/blob/master/README.md,README.md,Yes,0,,
rubygems,rails-html-sanitizer,696248028.0,1.7.1,21,19,2014-08-19,2026-07-16,https://github.com/rails/rails-html-sanitizer,https://rubygems.org/gems/rails-html-sanitizer,https://www.rubydoc.info/gems/rails-html-sanitizer/1.7.1,README.md,Yes,0,,
rubygems,activejob,696010000.0,8.1.3,269,187,2014-05-20,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/activejob,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,zeitwerk,687602871.0,2.8.3,77,66,2019-02-12,2026-08-01,https://github.com/fxn/zeitwerk,https://rubygems.org/gems/zeitwerk,https://rubydoc.info/gems/zeitwerk,README.md,Yes,0,,
rubygems,nio4r,680201465.0,2.7.5,95,93,2011-12-26,2025-10-31,https://github.com/socketry/nio4r,https://rubygems.org/gems/nio4r,https://www.rubydoc.info/gems/nio4r,readme.md,Yes,0,,
rubygems,http-cookie,675660712.0,1.1.6,33,21,2013-03-15,2026-04-19,https://github.com/sparklemotion/http-cookie,https://rubygems.org/gems/http-cookie,https://www.rubydoc.info/gems/http-cookie/1.1.6,README.md,Yes,0,,
rubygems,rails-dom-testing,673995535.0,2.3.0,17,17,2014-08-18,2025-05-20,https://github.com/rails/rails-dom-testing,https://rubygems.org/gems/rails-dom-testing,https://www.rubydoc.info/gems/rails-dom-testing/2.3.0,README.md,Yes,0,,
rubygems,domain_name,665154305.0,0.6.20260902,43,43,2011-10-29,2026-09-03,https://github.com/knu/ruby-domain_name,https://rubygems.org/gems/domain_name,https://www.rubydoc.info/gems/domain_name/0.6.20240107,README.md,Yes,0,,
rubygems,regexp_parser,655109800.0,2.12.0,71,71,2010-11-21,2026-04-04,https://github.com/ammar/regexp_parser,https://rubygems.org/gems/regexp_parser,https://rubydoc.info/gems/regexp_parser,,No,0,,
rubygems,globalid,655044043.0,1.4.0,25,25,2014-08-18,2026-06-23,https://github.com/rails/globalid,https://rubygems.org/gems/globalid,http://www.rubyonrails.org,README.md,Yes,0,,
rubygems,websocket-driver,635011192.0,0.8.2,68,68,2013-05-04,2026-06-23,https://github.com/faye/websocket-driver-ruby,https://rubygems.org/gems/websocket-driver,https://rubydoc.info/gems/websocket-driver,README.md,Yes,0,,
rubygems,coderay,633559883.0,1.1.3,69,40,2009-07-25,2020-05-30,https://github.com/rubychan/coderay,https://rubygems.org/gems/coderay,http://coderay.rubychan.de,README_INDEX.rdoc,Yes,0,,
rubygems,pry,627158033.0,0.16.0,484,305,2010-12-08,2025-12-27,https://github.com/pry/pry,https://rubygems.org/gems/pry,http://pry.github.io,README.md,Yes,0,,
rubygems,erubi,619847466.0,1.13.1,18,18,2016-11-10,2024-12-19,https://github.com/jeremyevans/erubi,https://rubygems.org/gems/erubi,https://rubydoc.info/gems/erubi,README.rdoc,Yes,0,,
rubygems,rubygems-update,617390717.0,4.0.20,323,306,2009-07-25,2026-09-02,https://github.com/ruby/rubygems,https://rubygems.org/gems/rubygems-update,https://github.com/ruby/rubygems,README.md,Yes,4,doc/MAINTAINERS.txt; doc/UPGRADING.md; doc/rubygems/CONTRIBUTING.md; doc/rubygems/POLICIES.md,
rubygems,sprockets,616732053.0,4.4.1,120,95,2009-07-25,2026-08-25,https://github.com/rails/sprockets,https://rubygems.org/gems/sprockets,https://www.rubydoc.info/gems/sprockets/4.4.1,README.md,Yes,0,,
rubygems,thread_safe,609501804.0,0.3.6,24,24,2012-04-26,2017-02-22,https://github.com/ruby-concurrency/thread_safe,https://rubygems.org/gems/thread_safe,http://ruby-concurrency.github.io/thread_safe/frames.html,README.md,Yes,0,,
rubygems,mini_portile2,609044561.0,2.8.9,29,23,2015-11-30,2025-05-12,https://github.com/flavorjones/mini_portile,https://rubygems.org/gems/mini_portile2,https://rubydoc.info/gems/mini_portile2,README.md,Yes,0,,
rubygems,crass,605460118.0,1.0.7,13,13,2013-09-28,2026-06-25,https://github.com/rgrove/crass,https://rubygems.org/gems/crass,https://www.rubydoc.info/gems/crass/1.0.7,README.md,Yes,0,,
rubygems,puma,595931815.0,8.0.2,360,341,2011-10-25,2026-05-26,https://github.com/puma/puma,https://rubygems.org/gems/puma,https://puma.io,README.md,Yes,30,docs/5.0-Upgrade.md; docs/6.0-Upgrade.md; docs/7.0-Upgrade.md; docs/8.0-Upgrade.md; docs/architecture.md; docs/compile_options.md; docs/deployment.md; docs/fork_worker.md; docs/grpc.md; docs/images/favicon.svg; docs/images/puma-connection-flow-no-reactor.png; docs/images/puma-connection-flow.png; docs/images/puma-general-arch.png; docs/images/running-puma.svg; docs/images/standard-logo.svg; docs/java_options.md; docs/jungle/README.md; docs/jungle/rc.d/README.md; docs/jungle/rc.d/puma; docs/jungle/rc.d/puma.conf; docs/kubernetes.md; docs/nginx.md; docs/plugins.md; docs/rails_dev_mode.md; docs/restart.md; docs/signals.md; docs/stats.md; docs/systemd.md; docs/testing_benchmarks_local_files.md; docs/testing_test_rackup_ci_files.md,
rubygems,actioncable,594202807.0,8.1.3,230,169,2015-04-21,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/actioncable,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,multi_xml,593822457.0,0.9.1,29,29,2010-10-03,2026-05-04,https://github.com/sferik/multi_xml,https://rubygems.org/gems/multi_xml,https://rubydoc.info/gems/multi_xml/,README.md,Yes,0,,
rubygems,websocket-extensions,584271328.0,0.1.5,6,6,2014-12-13,2020-06-02,https://github.com/faye/websocket-extensions-ruby,https://rubygems.org/gems/websocket-extensions,https://github.com/faye/websocket-extensions-ruby,README.md,Yes,0,,
rubygems,redis,577344114.0,6.0.0,99,89,2009-07-25,2026-07-31,https://github.com/redis/redis-rb,https://rubygems.org/gems/redis,https://www.rubydoc.info/gems/redis/6.0.0,README.md,Yes,0,,
rubygems,sprockets-rails,558004953.0,3.5.2,43,36,2009-12-02,2024-07-31,https://github.com/rails/sprockets-rails,https://rubygems.org/gems/sprockets-rails,https://rubydoc.info/gems/sprockets-rails,README.md,Yes,0,,
rubygems,netrc,553938345.0,0.11.0,23,23,2011-11-15,2015-10-29,https://github.com/geemus/netrc,https://rubygems.org/gems/netrc,https://www.rubydoc.info/gems/netrc/0.11.0,Readme.md,Yes,0,,
rubygems,rubocop-ast,552455088.0,1.50.0,92,92,2020-05-12,2026-07-04,https://github.com/rubocop/rubocop-ast,https://rubygems.org/gems/rubocop-ast,https://docs.rubocop.org/rubocop-ast/,README.md,Yes,0,,
rubygems,dotenv,538308437.0,3.2.0,54,52,2012-07-24,2025-12-03,https://github.com/bkeepers/dotenv,https://rubygems.org/gems/dotenv,https://rubydoc.info/gems/dotenv,README.md,Yes,0,,
rubygems,unf_ext,537189212.0,0.0.9.1,48,44,2011-10-24,2023-11-16,https://github.com/knu/ruby-unf_ext,https://rubygems.org/gems/unf_ext,https://github.com/knu/ruby-unf_ext,README.md,Yes,0,,
rubygems,activestorage,530725185.0,8.1.3,184,148,2017-07-06,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/activestorage,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,httpclient,530384545.0,2.9.0,53,53,2009-07-25,2025-02-22,https://github.com/nahi/httpclient,https://rubygems.org/gems/httpclient,https://www.rubydoc.info/gems/httpclient/2.9.0,README.md,Yes,0,,
rubygems,rack-protection,512153202.0,4.2.1,53,46,2011-06-20,2025-10-10,https://github.com/sinatra/sinatra,https://rubygems.org/gems/rack-protection,http://sinatrarb.com/protection/,README.md,Yes,0,,
rubygems,msgpack,509308157.0,1.8.4,262,251,2009-07-25,2026-07-28,https://github.com/msgpack/msgpack-ruby,https://rubygems.org/gems/msgpack,https://github.com/msgpack/msgpack/blob/master/spec.md,README.md,Yes,0,,
rubygems,rb-fsevent,507981985.0,0.11.2,37,32,2010-10-15,2022-08-29,https://github.com/thibaudgg/rb-fsevent,https://rubygems.org/gems/rb-fsevent,https://rubydoc.info/gems/rb-fsevent,README.md,Yes,0,,
rubygems,unf,506723919.0,0.2.0,17,15,2011-10-24,2024-08-18,https://github.com/knu/ruby-unf,https://rubygems.org/gems/unf,https://www.rubydoc.info/gems/unf/0.2.0,README.md,Yes,0,,
rubygems,base64,503292110.0,0.3.0,5,5,2020-09-18,2025-05-30,https://github.com/ruby/base64,https://rubygems.org/gems/base64,https://rubydoc.info/gems/base64,README.md,Yes,0,,
rubygems,googleauth,501950178.0,1.17.4,71,71,2015-02-25,2026-08-26,https://github.com/googleapis/google-auth-library-ruby,https://rubygems.org/gems/googleauth,https://rubydoc.info/gems/googleauth,README.md,Yes,0,,
rubygems,docile,496511855.0,1.4.1,24,24,2011-12-06,2024-07-25,https://github.com/ms-ati/docile,https://rubygems.org/gems/docile,https://ms-ati.github.io/docile/,README.md,Yes,0,,
rubygems,simplecov,493862671.0,1.2.0,70,60,2010-08-22,2026-09-04,https://github.com/colszowka/simplecov,https://rubygems.org/gems/simplecov,https://www.rubydoc.info/gems/simplecov/1.1.1,README.md,Yes,0,,
rubygems,signet,491573212.0,0.22.0,50,50,2010-09-09,2026-06-04,https://github.com/googleapis/signet,https://rubygems.org/gems/signet,https://rubydoc.info/gems/signet,README.md,Yes,0,,
rubygems,simplecov-html,487665330.0,0.13.2,31,29,2010-08-22,2025-07-16,https://github.com/simplecov-ruby/simplecov-html,https://rubygems.org/gems/simplecov-html,https://www.rubydoc.info/gems/simplecov-html/0.13.2,README.md,Yes,0,,
rubygems,rb-inotify,486777759.0,0.11.1,34,34,2009-11-29,2024-05-19,https://github.com/guard/rb-inotify,https://rubygems.org/gems/rb-inotify,https://www.rubydoc.info/gems/rb-inotify/0.11.1,README.md,Yes,0,,
rubygems,ruby2_keywords,483280267.0,0.0.5,6,6,2019-10-22,2021-07-16,https://github.com/ruby/ruby2_keywords,https://rubygems.org/gems/ruby2_keywords,https://www.rubydoc.info/gems/ruby2_keywords/0.0.5,README.md,Yes,0,,
rubygems,bigdecimal,481790161.0,4.1.2,73,63,2012-02-07,2026-04-18,https://github.com/ruby/bigdecimal,https://rubygems.org/gems/bigdecimal,https://rubydoc.info/gems/bigdecimal,,No,0,,
rubygems,rest-client,481478550.0,2.1.0,113,74,2009-07-25,2019-08-22,https://github.com/rest-client/rest-client,https://rubygems.org/gems/rest-client,https://www.rubydoc.info/gems/rest-client/2.1.0,README.md,Yes,0,,
rubygems,hashie,479165143.0,5.1.0,50,50,2009-11-12,2025-12-24,https://github.com/hashie/hashie,https://rubygems.org/gems/hashie,https://www.rubydoc.info/gems/hashie,README.md,Yes,0,,
rubygems,marcel,476837726.0,2.1.0,15,15,2018-01-12,2026-08-22,https://github.com/rails/marcel,https://rubygems.org/gems/marcel,https://rubydoc.info/gems/marcel,README.md,Yes,0,,
rubygems,httparty,476464045.0,0.24.2,87,87,2009-07-25,2026-01-14,https://github.com/jnunemaker/httparty,https://rubygems.org/gems/httparty,https://github.com/jnunemaker/httparty,README.md,Yes,1,docs/README.md,
rubygems,byebug,475212268.0,13.0.0,83,83,2013-03-18,2026-01-15,https://github.com/deivid-rodriguez/byebug,https://rubygems.org/gems/byebug,https://www.rubydoc.info/gems/byebug/13.0.0,README.md,Yes,0,,
rubygems,webrick,468861923.0,1.9.2,18,17,2011-12-28,2025-11-26,https://github.com/ruby/webrick,https://rubygems.org/gems/webrick,https://rubydoc.info/gems/webrick,README.md,Yes,0,,
rubygems,pg,465126164.0,1.6.3,317,229,2009-07-25,2025-12-29,https://github.com/ged/ruby-pg,https://rubygems.org/gems/pg,http://deveiate.org/code/pg,README-OS_X.rdoc,Yes,0,,
rubygems,os,461926178.0,1.1.4,28,28,2009-12-17,2021-11-07,https://github.com/rdp/os,https://rubygems.org/gems/os,https://www.rubydoc.info/gems/os/1.1.4,README.md,Yes,0,,
rubygems,faraday_middleware,460138840.0,1.2.1,49,47,2010-09-27,2024-09-23,https://github.com/lostisland/faraday_middleware,https://rubygems.org/gems/faraday_middleware,https://www.rubydoc.info/gems/faraday_middleware/1.2.1,README.md,Yes,0,,
rubygems,google-protobuf,446985529.0,4.36.1,1744,1170,2016-08-11,2026-08-31,https://github.com/protocolbuffers/protobuf,https://rubygems.org/gems/google-protobuf,https://developers.google.com/protocol-buffers,,No,0,,
rubygems,actiontext,436348849.0,8.1.3,153,125,2019-08-16,2026-07-29,https://github.com/anonyfox/actiontext,https://rubygems.org/gems/actiontext,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,actionmailbox,436176913.0,8.1.3,154,126,2018-12-14,2026-07-29,https://github.com/rails/rails,https://rubygems.org/gems/actionmailbox,https://api.rubyonrails.org/v8.1.3.1/,README.md,Yes,0,,
rubygems,hashdiff,420647674.0,1.2.1,29,28,2012-05-22,2025-09-06,https://github.com/liufengyun/hashdiff,https://rubygems.org/gems/hashdiff,https://www.rubydoc.info/gems/hashdiff,README.md,Yes,0,,
rubygems,webmock,417492500.0,3.26.4,169,167,2009-11-20,2026-08-29,https://github.com/bblimke/webmock,https://rubygems.org/gems/webmock,https://www.rubydoc.info/gems/webmock/3.26.3,README.md,Yes,0,,
rubygems,terminal-table,412403595.0,4.0.0,22,22,2009-10-09,2025-01-27,https://github.com/tj/terminal-table,https://rubygems.org/gems/terminal-table,https://www.rubydoc.info/gems/terminal-table/4.0.0,README.md,Yes,0,,
rubygems,execjs,411937580.0,2.10.2,55,55,2011-03-10,2026-08-12,https://github.com/rails/execjs,https://rubygems.org/gems/execjs,https://www.rubydoc.info/gems/execjs/2.10.2,README.md,Yes,0,,
