package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct
rubocop-capybara,3.0.0,100211969,hand-written site; tool-generated; readme; github wiki; homepage,5,https://docs.rubocop.org/rubocop-capybara/,https://rubydoc.info/gems/rubocop-capybara,README.md,,,,https://github.com/rubocop/rubocop-capybara,,https://github.com/rubocop/rubocop-capybara/wiki,,https://github.com/rubocop/rubocop-capybara,https://github.com/rubocop/rubocop-capybara/blob/main/CHANGELOG.md,https://rubygems.org/gems/rubocop-capybara,18.5
escape,0.0.4,96950191,hand-written site; tool-generated; readme; homepage,3,http://www.a-k-r.org/escape/,https://rubydoc.info/gems/escape,Readme,,,,,,,,http://www.a-k-r.org/escape/,,https://rubygems.org/gems/escape,100.0
rubocop-factory_bot,2.28.0,96617906,hand-written site; tool-generated; readme; github wiki; homepage,5,https://docs.rubocop.org/rubocop-factory_bot/,https://rubydoc.info/gems/rubocop-factory_bot,README.md,,,,https://github.com/rubocop/rubocop-factory_bot,,https://github.com/rubocop/rubocop-factory_bot/wiki,,https://github.com/rubocop/rubocop-factory_bot,https://github.com/rubocop/rubocop-factory_bot/blob/master/CHANGELOG.md,https://rubygems.org/gems/rubocop-factory_bot,3.1
pdf-core,0.10.0,96537147,hand-written site; tool-generated; github wiki; homepage,5,https://prawnpdf.org/docs/pdf-core/0.10.0/,https://rubydoc.info/gems/pdf-core,,,,,https://github.com/prawnpdf/pdf-core,,https://github.com/prawnpdf/pdf-core/wiki,,http://prawnpdf.org/,https://github.com/prawnpdf/pdf-core/blob/0.10.0/CHANGELOG.md,https://rubygems.org/gems/pdf-core,84.9
mocha,3.1.0,96109848,hand-written site; tool-generated; readme; github wiki; homepage,5,https://mocha.jamesmead.org/,https://rubydoc.info/gems/mocha,README.md,,,,https://github.com/freerange/mocha,,https://github.com/freerange/mocha/wiki,,https://mocha.jamesmead.org,https://github.com/freerange/mocha/blob/main/RELEASE.md,https://rubygems.org/gems/mocha,44.4
test-unit,3.7.8,95811984,hand-written site; readme; docs folder; github wiki; homepage,3,https://test-unit.github.io/test-unit/en/,,README.md,Yes,doc/text/getting-started.md; doc/text/how-to.md; doc/text/news.md,,https://github.com/test-unit/test-unit,,https://github.com/test-unit/test-unit/wiki,,https://test-unit.github.io/,,https://rubygems.org/gems/test-unit,0.0
algoliasearch,1.27.5,95502045,hand-written site; tool-generated; readme; github wiki; homepage,5,https://www.algolia.com/doc/api-client/ruby/getting-started/,http://www.rubydoc.info/gems/algoliasearch,README.md,,,,https://github.com/algolia/algoliasearch-client-ruby,,https://github.com/algolia/algoliasearch-client-ruby/wiki,,https://www.algolia.com/doc/api-client/ruby/getting-started/,https://github.com/algolia/algoliasearch-client-ruby/blob/master/CHANGELOG.md,https://rubygems.org/gems/algoliasearch,61.6
term-ansicolor,1.11.3,95447870,hand-written site; tool-generated; readme; github wiki; homepage,4,http://flori.github.com/term-ansicolor/doc/index.html,https://rubydoc.info/gems/term-ansicolor,README.md,,,,https://github.com/flori/term-ansicolor,,https://github.com/flori/term-ansicolor/wiki,,https://github.com/flori/term-ansicolor,,https://rubygems.org/gems/term-ansicolor,3.9
redis-activesupport,5.3.0,93945891,hand-written site; tool-generated; readme; homepage,3,http://redis-store.org/redis-activesupport,https://www.rubydoc.info/gems/redis-activesupport/5.3.0,README.md,,,,,,,,http://redis-store.org/redis-activesupport,,https://rubygems.org/gems/redis-activesupport,40.9
openssl,4.0.2,93606365,hand-written site; tool-generated; readme; github wiki; homepage,4,https://ruby.github.io/openssl/,https://rubydoc.info/gems/openssl,README.md,,,,https://github.com/ruby/openssl,,https://github.com/ruby/openssl/wiki,,https://github.com/ruby/openssl,,https://rubygems.org/gems/openssl,34.5
multi_test,2.0.0,92082097,hand-written site; tool-generated; readme; homepage,3,https://cucumber.io/,https://www.rubydoc.info/gems/multi_test/2.0.0,README.md,,,,,,,,https://cucumber.io/,,https://rubygems.org/gems/multi_test,25.0
sixarm_ruby_unaccent,1.2.2,91953293,hand-written site; tool-generated; homepage,3,http://sixarm.com/,https://www.rubydoc.info/gems/sixarm_ruby_unaccent/1.2.2,,,,,,,,,http://sixarm.com/,,https://rubygems.org/gems/sixarm_ruby_unaccent,0.0
ruby-prof,2.0.5,91485801,hand-written site; tool-generated; readme; github wiki; homepage,5,https://ruby-prof.github.io/,https://rubydoc.info/gems/ruby-prof,README.md,,,,https://github.com/ruby-prof/ruby-prof,,https://github.com/ruby-prof/ruby-prof/wiki,,https://github.com/ruby-prof/ruby-prof,https://github.com/ruby-prof/ruby-prof/blob/master/CHANGELOG.md,https://rubygems.org/gems/ruby-prof,27.1
activeresource,6.2.0,90315860,hand-written site; tool-generated; readme; github wiki; homepage,5,http://www.rubyonrails.org,http://rubydoc.info/gems/activeresource,README.md,,,,https://github.com/rails/activeresource,,https://github.com/rails/activeresource/wiki,,http://www.rubyonrails.org,https://github.com/rails/activeresource/releases/tag/v6.2.0,https://rubygems.org/gems/activeresource,49.1
tty-reader,0.9.0,89753698,hand-written site; tool-generated; readme; github wiki; homepage,5,https://ttytoolkit.org,https://www.rubydoc.info/gems/tty-reader,README.md,,,,https://github.com/piotrmurach/tty-reader,,https://github.com/piotrmurach/tty-reader/wiki,,https://ttytoolkit.org,https://github.com/piotrmurach/tty-reader/blob/master/CHANGELOG.md,https://rubygems.org/gems/tty-reader,76.3
tty-prompt,0.23.1,89703066,hand-written site; tool-generated; readme; github wiki; homepage,5,https://ttytoolkit.org,https://www.rubydoc.info/gems/tty-prompt,README.md,,,,https://github.com/piotrmurach/tty-prompt,,https://github.com/piotrmurach/tty-prompt/wiki,,https://ttytoolkit.org,https://github.com/piotrmurach/tty-prompt/blob/master/CHANGELOG.md,https://rubygems.org/gems/tty-prompt,71.8
capistrano,3.20.1,89545172,hand-written site; tool-generated; readme; github wiki; homepage,5,https://capistranorb.com/,https://rubydoc.info/gems/capistrano,README.md,,,,https://github.com/capistrano/capistrano,,https://github.com/capistrano/capistrano/wiki,,https://capistranorb.com/,https://github.com/capistrano/capistrano/releases,https://rubygems.org/gems/capistrano,11.8
slim,5.2.2,89213662,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,5,https://slim-template.github.io/,https://rubydoc.info/gems/slim/frames,README.jp.md,Yes,doc/include.md; doc/jp/include.md; doc/jp/logic_less.md; doc/jp/smart.md; doc/jp/translator.md; doc/logic_less.md; doc/smart.md; doc/translator.md,,https://github.com/slim-template/slim,,https://github.com/slim-template/slim/wiki,,https://slim-template.github.io/,https://github.com/slim-template/slim/blob/main/CHANGES,https://rubygems.org/gems/slim,20.2
cucumber-core,19.0.0,87809920,hand-written site; tool-generated; readme; github wiki; homepage,5,https://cucumber.io,https://www.rubydoc.info/github/cucumber/cucumber-ruby-core,README.md,,,,https://github.com/cucumber/cucumber-ruby-core,,https://github.com/cucumber/cucumber-ruby-core/wiki,,https://cucumber.io,https://github.com/cucumber/cucumber-ruby-core/blob/master/CHANGELOG.md,https://rubygems.org/gems/cucumber-core,4.8
redis-rails,5.0.2,86068983,hand-written site; tool-generated; readme; github wiki; homepage,4,http://redis-store.org/redis-rails,http://www.rubydoc.info/github/redis-store/redis-rails/master,README.md,,,,https://github.com/redis-store/redis-rails,,https://github.com/redis-store/redis-rails/wiki,,http://redis-store.org/redis-rails,,https://rubygems.org/gems/redis-rails,
rack-mini-profiler,5.0.0,84922099,hand-written site; tool-generated; readme; github wiki; homepage,5,https://miniprofiler.com,https://rubydoc.info/gems/rack-mini-profiler,README.md,,,,https://github.com/miniprofiler/rack-mini-profiler,,https://github.com/miniprofiler/rack-mini-profiler/wiki,,https://miniprofiler.com,https://github.com/MiniProfiler/rack-mini-profiler/blob/master/CHANGELOG.md,https://rubygems.org/gems/rack-mini-profiler,6.4
rack-accept,0.4.5,83041035,hand-written site; tool-generated; readme; github wiki; homepage,4,http://mjijackson.com/rack-accept,https://rubydoc.info/gems/rack-accept,README.md,,,,https://github.com/mjijackson/rack-accept,,https://github.com/mjijackson/rack-accept/wiki,,http://mjijackson.github.com/rack-accept,,https://rubygems.org/gems/rack-accept,84.9
parslet,2.0.0,82706104,hand-written site; tool-generated; readme; github wiki; homepage,4,http://kschiess.github.com/parslet/,https://rubydoc.info/gems/parslet,README,,,,https://github.com/kschiess/parslet,,https://github.com/kschiess/parslet/wiki,,http://kschiess.github.io/parslet,,https://rubygems.org/gems/parslet,36.8
libdatadog,40.0.0.1.0,81061225,hand-written site; homepage,2,https://docs.datadoghq.com/tracing/,,,,,,https://github.com/datadog/libdatadog-rb,,,,https://docs.datadoghq.com/tracing/,,https://rubygems.org/gems/libdatadog,0.0
logstash-filter-translate,3.5.1,80701880,hand-written site; tool-generated; readme; docs folder; homepage,3,http://www.elastic.co/guide/en/logstash/current/index.html,https://www.rubydoc.info/gems/logstash-filter-translate/3.5.1,README.md,Yes,docs/index.asciidoc,,,,,,http://www.elastic.co/guide/en/logstash/current/index.html,,https://rubygems.org/gems/logstash-filter-translate,6.2
test-prof,1.6.3,80433149,hand-written site; tool-generated; readme; github wiki; homepage,5,https://test-prof.evilmartians.io/,https://rubydoc.info/gems/test-prof,README.md,,,,https://github.com/test-prof/test-prof,,https://github.com/test-prof/test-prof/wiki,,https://test-prof.evilmartians.io/,https://github.com/test-prof/test-prof/blob/master/CHANGELOG.md,https://rubygems.org/gems/test-prof,6.7
mustache,1.1.3,80211828,hand-written site; tool-generated; readme; github wiki; homepage,4,http://mustache.github.io/mustache,https://rubydoc.info/gems/mustache,README.md,,,,https://github.com/mustache/mustache,,https://github.com/mustache/mustache/wiki,,https://github.com/mustache/mustache,,https://rubygems.org/gems/mustache,48.8
logstash-output-sqs,6.0.0,79952762,hand-written site; tool-generated; readme; docs folder; homepage,3,http://www.elastic.co/guide/en/logstash/current/index.html,https://www.rubydoc.info/gems/logstash-output-sqs/6.0.0,README.md,Yes,docs/index.asciidoc,,,,,,http://www.elastic.co/guide/en/logstash/current/index.html,,https://rubygems.org/gems/logstash-output-sqs,0.0
bunny,3.3.0,76951212,hand-written site; tool-generated; readme; github wiki; homepage,5,http://rubybunny.info,https://rubydoc.info/gems/bunny,README.md,,,,https://github.com/ruby-amqp/bunny,,https://github.com/ruby-amqp/bunny/wiki,,http://rubybunny.info,https://github.com/ruby-amqp/bunny/blob/main/ChangeLog.md,https://rubygems.org/gems/bunny,73.1
rollbar,3.8.0,76096363,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,5,https://docs.rollbar.com/docs/ruby,https://rubydoc.info/gems/rollbar,README.md,Yes,docs/configuration.md; docs/plugins.md,,https://github.com/rollbar/rollbar-gem,,https://github.com/rollbar/rollbar-gem/wiki,,https://rollbar.com/,https://github.com/rollbar/rollbar-gem/releases,https://rubygems.org/gems/rollbar,6.4
ohai,19.1.40,75045172,hand-written site; tool-generated; github wiki; homepage,4,https://docs.chef.io/ohai.html,https://rubydoc.info/gems/ohai,,,,,https://github.com/chef/ohai,,https://github.com/chef/ohai/wiki,,https://github.com/chef/ohai/,,https://rubygems.org/gems/ohai,48.6
fluent-plugin-rewrite-tag-filter,2.4.0,74541051,hand-written site; readme; github wiki; homepage,3,https://github.com/y-ken/fluent-plugin-rewrite-tag-filter#readme,,README.md,,,,https://github.com/fluent/fluent-plugin-rewrite-tag-filter,,https://github.com/fluent/fluent-plugin-rewrite-tag-filter/wiki,,https://github.com/fluent/fluent-plugin-rewrite-tag-filter,,https://rubygems.org/gems/fluent-plugin-rewrite-tag-filter,0.0
citrus,3.0.2,73847666,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,4,http://mjijackson.com/citrus,https://rubydoc.info/gems/citrus,README.md,Yes,doc/background.markdown; doc/example.markdown; doc/extras.markdown; doc/index.markdown; doc/license.markdown; doc/links.markdown; doc/syntax.markdown; doc/testing.markdown,,https://github.com/mjijackson/citrus,,https://github.com/mjijackson/citrus/wiki,,http://mjackson.github.io/citrus,,https://rubygems.org/gems/citrus,68.5
sequel,5.108.0,73482075,hand-written site; tool-generated; github wiki; homepage,5,https://sequel.jeremyevans.net/documentation.html,https://rubydoc.info/gems/sequel,,,,,https://github.com/jeremyevans/sequel,,https://github.com/jeremyevans/sequel/wiki,,https://sequel.jeremyevans.net,https://sequel.jeremyevans.net/rdoc/files/CHANGELOG.html,https://rubygems.org/gems/sequel,78.6
ffaker,2.25.0,73073447,hand-written site; tool-generated; readme; github wiki; homepage,5,https://github.com/ffaker/ffaker/blob/main/REFERENCE.md,https://rubydoc.info/gems/ffaker,README.md,,,,https://github.com/ffaker/ffaker,,https://github.com/ffaker/ffaker/wiki,,https://github.com/ffaker/ffaker,https://github.com/ffaker/ffaker/blob/main/Changelog.md,https://rubygems.org/gems/ffaker,11.9
sorbet-static,0.6.13486,72577817,hand-written site; github docs; github wiki; github pages; homepage,5,https://sorbet.org,,,,,,https://github.com/sorbet/sorbet,https://github.com/sorbet/sorbet/tree/HEAD/docs,https://github.com/sorbet/sorbet/wiki,https://sorbet.org,https://sorbet.org,,https://rubygems.org/gems/sorbet-static,
fuubar,2.5.1,72322619,hand-written site; readme; github wiki; homepage,4,https://github.com/thekompanee/fuubar/tree/releases/v2.4.0,,README.md,,,,https://github.com/thekompanee/fuubar,,https://github.com/thekompanee/fuubar/wiki,,https://github.com/thekompanee/fuubar,https://github.com/thekompanee/fuubar/blob/master/CHANGELOG.md,https://rubygems.org/gems/fuubar,0.0
json_pure,2.8.1,71261315,hand-written site; readme; github wiki; homepage,4,https://ruby.github.io/json/doc/index.html,,README.md,,,,https://github.com/flori/json,,https://github.com/flori/json/wiki,,https://ruby.github.io/json,https://github.com/ruby/json/blob/master/CHANGES.md,https://rubygems.org/gems/json_pure,
stimulus-rails,1.3.4,69385001,hand-written site; readme; github wiki; homepage,3,https://stimulus.hotwired.dev,,README.md,,,,https://github.com/hotwired/stimulus-rails,,https://github.com/hotwired/stimulus-rails/wiki,,https://stimulus.hotwired.dev,,https://rubygems.org/gems/stimulus-rails,0.0
flipper-active_record,1.4.2,68529182,hand-written site; tool-generated; github wiki; homepage,5,https://www.flippercloud.io/docs,https://rubydoc.info/gems/flipper-active_record,,,,,https://github.com/flippercloud/flipper,,https://github.com/flippercloud/flipper/wiki,,https://www.flippercloud.io,https://github.com/flippercloud/flipper/releases/tag/v1.4.2,https://rubygems.org/gems/flipper-active_record,38.5
warning,1.6.0,67652839,hand-written site; tool-generated; readme; github wiki; homepage,5,https://github.com/jeremyevans/ruby-warning/blob/master/README.rdoc,https://rubydoc.info/gems/warning,README.rdoc,,,,https://github.com/jeremyevans/ruby-warning,,https://github.com/jeremyevans/ruby-warning/wiki,,https://github.com/jeremyevans/ruby-warning,https://github.com/jeremyevans/ruby-warning/blob/master/CHANGELOG,https://rubygems.org/gems/warning,71.4
elasticsearch-rails,8.0.1,66940811,hand-written site; tool-generated; readme; github wiki; homepage,5,https://www.elastic.co/guide/en/elasticsearch/client/ruby-api/current/ruby_on_rails.html,https://rubydoc.info/gems/elasticsearch-rails,README.md,,,,https://github.com/elastic/elasticsearch-rails,,https://github.com/elastic/elasticsearch-rails/wiki,,https://www.elastic.co/guide/en/elasticsearch/client/ruby-api/current/ruby_on_rails.html,https://github.com/elastic/elasticsearch-rails/blob/main/CHANGELOG.md,https://rubygems.org/gems/elasticsearch-rails,37.5
bugsnag,6.30.0,66683134,hand-written site; tool-generated; readme; github wiki; homepage,5,https://docs.bugsnag.com/platforms/ruby/,https://rubydoc.info/gems/bugsnag,README.md,,,,https://github.com/bugsnag/bugsnag-ruby,,https://github.com/bugsnag/bugsnag-ruby/wiki,,https://github.com/bugsnag/bugsnag-ruby,https://github.com/bugsnag/bugsnag-ruby/blob/v6.30.0/CHANGELOG.md,https://rubygems.org/gems/bugsnag,61.0
gherkin,9.0.0,66288369,hand-written site; tool-generated; readme; github wiki; homepage,5,https://cucumber.io/docs/gherkin/,https://rubydoc.info/gems/gherkin,README.md,,,,https://github.com/cucumber/gherkin,,https://github.com/cucumber/gherkin/wiki,,https://github.com/cucumber/gherkin-ruby,https://github.com/cucumber/cucumber/blob/master/gherkin/CHANGELOG.md,https://rubygems.org/gems/gherkin,26.8
omniauth-saml,2.2.5,65429417,hand-written site; tool-generated; readme; github wiki; homepage,4,https://github.com/omniauth/omniauth-saml/blob/master/README.md,https://rubydoc.info/gems/omniauth-saml,README.md,,,,https://github.com/omniauth/omniauth-saml,,https://github.com/omniauth/omniauth-saml/wiki,,https://github.com/omniauth/omniauth-saml,,https://rubygems.org/gems/omniauth-saml,7.7
thrift,0.24.0,65402518,hand-written site; tool-generated; readme; github wiki; homepage,5,https://thrift.apache.org/docs/,https://rubydoc.info/gems/thrift,README.md,,,,https://github.com/apache/thrift,,https://github.com/apache/thrift/wiki,,https://thrift.apache.org,https://github.com/apache/thrift/blob/master/CHANGES.md,https://rubygems.org/gems/thrift,12.7
sys-filesystem,1.6.0,64748449,hand-written site; tool-generated; readme; github wiki; homepage,5,https://github.com/djberg96/sys-filesystem/wiki,https://rubydoc.info/gems/sys-filesystem,README.md,,,,https://github.com/djberg96/sys-filesystem,,https://github.com/djberg96/sys-filesystem/wiki,,https://github.com/djberg96/sys-filesystem,https://github.com/djberg96/sys-filesystem/blob/main/CHANGES.md,https://rubygems.org/gems/sys-filesystem,60.9
semantic_range,3.1.1,64697008,hand-written site; tool-generated; readme; github wiki; homepage,4,https://libraries.io/github/librariesio/semantic_range,https://www.rubydoc.info/gems/semantic_range/3.1.1,README.md,,,,https://github.com/librariesio/semantic_range,,https://github.com/librariesio/semantic_range/wiki,,https://libraries.io/github/librariesio/semantic_range,,https://rubygems.org/gems/semantic_range,0.0
trollop,2.9.10,64619327,hand-written site; tool-generated; readme; github wiki; homepage,5,http://manageiq.github.io/optimist/,https://rubydoc.info/gems/trollop,README.md,,,,https://github.com/manageiq/optimist,,https://github.com/manageiq/optimist/wiki,,http://manageiq.github.io/optimist/,https://github.com/ManageIQ/optimist/blob/master/History.txt,https://rubygems.org/gems/trollop,34.7
jira-ruby,3.2.2,64141395,hand-written site; tool-generated; readme; github wiki; homepage,4,http://www.sumoheavy.com,https://rubydoc.info/gems/jira-ruby,README.md,,,,https://github.com/sumoheavy/jira-ruby,,https://github.com/sumoheavy/jira-ruby/wiki,,http://www.sumoheavy.com,,https://rubygems.org/gems/jira-ruby,34.5
fluentd,1.19.3,63672749,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,5,https://www.fluentd.org/,https://rubydoc.info/gems/fluentd,README.md,Yes,docs/SECURITY_AUDIT.pdf,,https://github.com/fluent/fluentd,,https://github.com/fluent/fluentd/wiki,,https://www.fluentd.org/,https://github.com/fluent/fluentd/blob/master/CHANGELOG.md,https://rubygems.org/gems/fluentd,5.0
logstash-output-statsd,3.2.0,63052402,hand-written site; tool-generated; readme; docs folder; homepage,3,http://www.elastic.co/guide/en/logstash/current/index.html,https://www.rubydoc.info/gems/logstash-output-statsd/3.2.0,README.md,Yes,docs/index.asciidoc,,,,,,http://www.elastic.co/guide/en/logstash/current/index.html,,https://rubygems.org/gems/logstash-output-statsd,0.0
device_detector,1.1.3,62514683,hand-written site; tool-generated; readme; github wiki; homepage,5,http://podigee.github.io/device_detector,https://rubydoc.info/gems/device_detector,README.md,,,,https://github.com/podigee/device_detector,,https://github.com/podigee/device_detector/wiki,,http://podigee.github.io/device_detector,https://github.com/podigee/device_detector/blob/develop/CHANGELOG.md,https://rubygems.org/gems/device_detector,11.7
view_component,4.15.0,61832667,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,5,https://viewcomponent.org,https://rubydoc.info/gems/view_component,README.md,Yes,docs/CHANGELOG.md,,https://github.com/viewcomponent/view_component,,https://github.com/viewcomponent/view_component/wiki,,https://viewcomponent.org,https://github.com/ViewComponent/view_component/blob/main/docs/CHANGELOG.md,https://rubygems.org/gems/view_component,33.1
gettext,3.5.2,61275444,hand-written site; tool-generated; readme; docs folder; github wiki; homepage,5,https://ruby-gettext.github.io/,https://rubydoc.info/gems/gettext,README.md,Yes,doc/text/gpl-2.0.txt; doc/text/lgpl-3.0.txt; doc/text/news.md; doc/text/ruby-license.txt,,https://github.com/ruby-gettext/gettext,,https://github.com/ruby-gettext/gettext/wiki,,https://ruby-gettext.github.io/,https://github.com/ruby-gettext/gettext/releases/tag/3.5.2,https://rubygems.org/gems/gettext,28.4
aws-sdk-v1,1.67.0,60071946,hand-written site; tool-generated; readme; homepage,3,http://aws.amazon.com/sdkforruby,https://www.rubydoc.info/gems/aws-sdk-v1/1.67.0,README.md,,,,,,,,http://aws.amazon.com/sdkforruby,,https://rubygems.org/gems/aws-sdk-v1,58.0
dry-struct,1.8.1,59871943,hand-written site; tool-generated; readme; github wiki; homepage,5,https://dry-rb.org/gems/dry-struct,https://rubydoc.info/gems/dry-struct,README.md,,,,https://github.com/dry-rb/dry-struct,,https://github.com/dry-rb/dry-struct/wiki,,https://dry-rb.org/gems/dry-struct,https://github.com/dry-rb/dry-struct/blob/main/CHANGELOG.md,https://rubygems.org/gems/dry-struct,66.7
