gem,version,downloads,best_doc_url,doc_source,doc_coverage_pct,methods_documented,methods_total,has_readme,doc_dir_files,link_docs,docs_host,doc_is_autogen,gh_docs_dir,gh_site_config,gh_has_wiki,gh_has_pages,gh_homepage,link_home,link_changelog,link_wiki,github_url
bundler,4.0.20,3670861388,https://bundler.io/,rubygems:project_site,22.6,658.0,2908.0,True,0,,,False,,,,,,https://bundler.io/,https://github.com/ruby/rubygems/blob/master/CHANGELOG-bundler.md,,https://github.com/bundler/bundler
aws-sdk-core,3.254.1,1735534533,https://rubydoc.info/gems/aws-sdk-core,rubygems:generated_from_comments,29.8,537.0,1802.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-core/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-sigv4,1.12.1,1542666286,https://rubydoc.info/gems/aws-sigv4,rubygems:generated_from_comments,40.7,24.0,59.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sigv4/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
aws-partitions,1.1283.0,1503401650,https://rubydoc.info/gems/aws-partitions,rubygems:generated_from_comments,46.3,31.0,67.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-partitions/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
jmespath,1.6.2,1428846385,https://www.rubydoc.info/gems/jmespath/1.6.2,rubygems:generated_from_comments,7.0,13.0,185.0,False,0,https://www.rubydoc.info/gems/jmespath/1.6.2,rubydoc.info,True,,,,,,http://github.com/trevorrowe/jmespath.rb,,,https://github.com/trevorrowe/jmespath.rb
i18n,1.15.2,1415699447,https://guides.rubyonrails.org/i18n.html,rubygems:custom_doc_site,29.7,85.0,286.0,True,0,https://guides.rubyonrails.org/i18n.html,guides.rubyonrails.org,False,,,,,,https://github.com/ruby-i18n/i18n,https://github.com/ruby-i18n/i18n/releases,,https://github.com/svenfuchs/i18n
activesupport,8.1.3,1412649969,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,36.6,771.0,2106.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activesupport/CHANGELOG.md,,https://github.com/rails/rails
rake,13.4.2,1395357068,https://ruby.github.io/rake,rubygems:custom_doc_site,59.0,190.0,322.0,True,12,https://ruby.github.io/rake,ruby.github.io,False,,,,,,https://github.com/ruby/rake,https://github.com/ruby/rake/releases,,https://github.com/ruby/rake
json,3.0.0,1355755833,https://docs.ruby-lang.org/en/master/JSON.html,rubygems:custom_doc_site,42.5,31.0,73.0,True,0,https://docs.ruby-lang.org/en/master/JSON.html,docs.ruby-lang.org,False,,,,,,https://github.com/ruby/json,https://github.com/ruby/json/blob/master/CHANGES.md,,https://github.com/ruby/json
concurrent-ruby,1.3.8,1350894115,http://www.concurrent-ruby.com,rubygems:project_site,57.9,624.0,1078.0,True,0,,,False,,,,,,http://www.concurrent-ruby.com,https://github.com/ruby-concurrency/concurrent-ruby/blob/master/CHANGELOG.md,,https://github.com/ruby-concurrency/concurrent-ruby
aws-eventstream,1.4.0,1346700829,https://rubydoc.info/gems/aws-eventstream,rubygems:generated_from_comments,25.0,7.0,28.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-eventstream/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
rack,3.2.7,1332332606,https://rubydoc.info/github/rack/rack,rubygems:generated_from_comments,29.1,159.0,546.0,True,0,https://rubydoc.info/github/rack/rack,rubydoc.info,True,,,,,,https://github.com/rack/rack,https://github.com/rack/rack/blob/main/CHANGELOG.md,,https://github.com/rack/rack
tzinfo,2.0.6,1302574308,https://tzinfo.github.io,rubygems:project_site,90.4,322.0,356.0,True,0,https://rubydoc.info/gems/tzinfo/2.0.6,rubydoc.info,True,,,,,,https://tzinfo.github.io,https://github.com/tzinfo/tzinfo/blob/master/CHANGES.md,,https://github.com/tzinfo/tzinfo
minitest,6.0.6,1281474403,https://docs.seattlerb.org/minitest,rubygems:custom_doc_site,0.3,1.0,313.0,True,0,https://docs.seattlerb.org/minitest,docs.seattlerb.org,False,,,,,,https://minite.st/,https://github.com/minitest/minitest/blob/master/History.rdoc,,https://github.com/minitest/minitest
nokogiri,1.19.4,1249776487,https://nokogiri.org/rdoc/index.html,rubygems:custom_doc_site,46.8,245.0,523.0,True,0,https://nokogiri.org/rdoc/index.html,nokogiri.org,False,,,,,,https://nokogiri.org,https://nokogiri.org/CHANGELOG.html,,https://github.com/sparklemotion/nokogiri
addressable,2.9.0,1248517381,https://rubydoc.info/gems/addressable,rubygems:generated_from_comments,88.1,119.0,135.0,True,0,,,False,,,,,,https://github.com/sporkmonger/addressable,https://github.com/sporkmonger/addressable/blob/main/CHANGELOG.md#v2.9.0,,https://github.com/sporkmonger/addressable
faraday,2.14.3,1241469867,https://lostisland.github.io/faraday,rubygems:project_site,34.4,108.0,314.0,True,0,,,False,,,,,,https://lostisland.github.io/faraday,https://github.com/lostisland/faraday/releases/tag/v2.14.3,,https://github.com/lostisland/faraday
public_suffix,7.0.5,1220136610,https://simonecarletti.com/code/publicsuffix-ruby,rubygems:project_site,85.7,42.0,49.0,True,0,https://rubydoc.info/gems/public_suffix/7.0.5,rubydoc.info,True,,,,,,https://simonecarletti.com/code/publicsuffix-ruby,https://github.com/weppos/publicsuffix-ruby/blob/master/CHANGELOG.md,,https://github.com/weppos/publicsuffix-ruby
diff-lcs,2.0.0,1218933223,https://halostatue.github.io/diff-lcs/,rubygems:custom_doc_site,37.4,34.0,91.0,True,0,https://halostatue.github.io/diff-lcs/,halostatue.github.io,False,,,,,,https://github.com/halostatue/diff-lcs,https://github.com/halostatue/diff-lcs/blob/main/CHANGELOG.md,,https://github.com/halostatue/diff-lcs
rspec-core,3.13.6,1187996415,https://rspec.info/documentation/,rubygems:custom_doc_site,37.2,396.0,1064.0,True,0,https://rspec.info/documentation/,rspec.info,False,,,,,,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-core-v3.13.6/rspec-core/Changelog.md,,https://github.com/rspec/rspec-core
rspec-expectations,3.13.5,1187518803,https://rspec.info/documentation/,rubygems:custom_doc_site,42.8,323.0,755.0,True,0,https://rspec.info/documentation/,rspec.info,False,,,,,,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-expectations-v3.13.5/rspec-expectations/Changelog.md,,https://github.com/rspec/rspec-expectations
rspec-mocks,3.13.8,1182198478,https://rspec.info/documentation/,rubygems:custom_doc_site,32.8,230.0,702.0,True,0,https://rspec.info/documentation/,rspec.info,False,,,,,,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-mocks-v3.13.8/rspec-mocks/Changelog.md,,https://github.com/rspec/rspec-mocks
rspec-support,3.13.7,1174568773,https://rspec.info/documentation/,rubygems:custom_doc_site,11.8,31.0,262.0,True,0,https://rspec.info/documentation/,rspec.info,False,,,,,,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-support-v3.13.7/rspec-support/Changelog.md,,https://github.com/rspec/rspec
multi_json,1.21.1,1150569936,https://www.rubydoc.info/gems/multi_json/1.21.1,rubygems:generated_from_comments,93.4,71.0,76.0,True,0,https://www.rubydoc.info/gems/multi_json/1.21.1,rubydoc.info,True,,,,,,https://github.com/sferik/multi_json,https://github.com/sferik/multi_json/blob/v1.21.1/CHANGELOG.md,https://github.com/sferik/multi_json/wiki,https://github.com/sferik/multi_json
thor,1.5.0,1137357482,https://github.com/rails/thor/wiki,rubygems:custom_doc_site,48.0,212.0,442.0,True,0,https://github.com/rails/thor/wiki,github.com,False,,,,,,https://github.com/rails/thor,https://github.com/rails/thor/releases/tag/v1.5.0,,https://github.com/wycats/thor
aws-sdk-s3,1.229.0,1092149547,https://rubydoc.info/gems/aws-sdk-s3,rubygems:generated_from_comments,47.2,624.0,1321.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-s3/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
ffi,1.17.4,1073180440,https://github.com/ffi/ffi,gem:docs_folder,56.7,110.0,194.0,True,4,,,False,,,,,,https://github.com/ffi/ffi/wiki,https://github.com/ffi/ffi/blob/master/CHANGELOG.md,,https://github.com/ffi/ffi
aws-sdk-kms,1.130.0,1057101340,https://rubydoc.info/gems/aws-sdk-kms,rubygems:generated_from_comments,65.2,107.0,164.0,False,0,,,False,,,0.0,0.0,https://aws.amazon.com/sdk-for-ruby/,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-kms/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby
rspec,3.13.2,1011146338,https://rspec.info/documentation/,rubygems:custom_doc_site,,0.0,0.0,True,0,https://rspec.info/documentation/,rspec.info,False,,,,,,https://rspec.info,,,https://github.com/rspec/rspec
unicode-display_width,3.2.0,968488522,https://rubydoc.info/gems/unicode-display_width,rubygems:generated_from_comments,35.7,5.0,14.0,True,0,,,False,,,,,,https://github.com/janlelis/unicode-display_width,https://github.com/janlelis/unicode-display_width/blob/main/CHANGELOG.md,,https://github.com/janlelis/unicode-display_width
mime-types,3.7.0,923099952,https://rubydoc.info/gems/mime-types,rubygems:generated_from_comments,39.6,59.0,149.0,True,0,,,False,,,,,,https://github.com/mime-types/ruby-mime-types/,https://github.com/mime-types/ruby-mime-types/blob/main/CHANGELOG.md,,https://github.com/mime-types/ruby-mime-types
builder,3.3.0,920491109,https://github.com/jimweirich/builder,gem:docs_folder,52.8,19.0,36.0,True,4,https://www.rubydoc.info/gems/builder/3.3.0,rubydoc.info,True,,,,,,https://github.com/rails/builder,https://github.com/rails/builder/blob/master/CHANGES,,https://github.com/jimweirich/builder
multipart-post,2.4.1,915576435,https://socketry.github.io/multipart-post/,rubygems:custom_doc_site,29.2,7.0,24.0,True,0,https://socketry.github.io/multipart-post/,socketry.github.io,False,,,,,,https://github.com/socketry/multipart-post,,,https://github.com/socketry/multipart-post
activemodel,8.1.3,882549386,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,23.9,133.0,556.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activemodel/CHANGELOG.md,,https://github.com/rails/rails
mini_mime,1.1.5,870447435,https://www.rubydoc.info/gems/mini_mime/1.1.5,rubygems:generated_from_comments,4.5,1.0,22.0,True,0,https://www.rubydoc.info/gems/mini_mime/1.1.5,rubydoc.info,True,,,,,,https://github.com/discourse/mini_mime,,,https://github.com/discourse/mini_mime
parser,3.3.12.0,828189139,https://www.rubydoc.info/gems/parser/3.3.12.0,rubygems:generated_from_comments,1.8,155.0,8555.0,False,0,https://www.rubydoc.info/gems/parser/3.3.12.0,rubydoc.info,True,,,,,,https://github.com/whitequark/parser,https://github.com/whitequark/parser/blob/v3.3.12.0/CHANGELOG.md,,https://github.com/whitequark/parser
activerecord,8.1.3,827451393,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,21.0,1119.0,5329.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activerecord/CHANGELOG.md,,https://github.com/rails/rails
actionpack,8.1.3,815491897,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,21.3,437.0,2055.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionpack/CHANGELOG.md,,https://github.com/rails/rails
parallel,2.2.0,811681714,https://github.com/grosser/parallel/blob/v2.1.0/Readme.md,rubygems:custom_doc_site,17.7,11.0,62.0,False,0,https://github.com/grosser/parallel/blob/v2.1.0/Readme.md,github.com,False,,,,,,https://github.com/grosser/parallel,https://github.com/grosser/parallel/blob/v2.1.0/CHANGELOG.md,https://github.com/grosser/parallel/wiki,https://github.com/grosser/parallel
rexml,3.4.4,810871125,https://github.com/ruby/rexml,gem:docs_folder,42.7,274.0,642.0,True,13,,,False,,,,,,https://github.com/ruby/rexml,https://github.com/ruby/rexml/releases/tag/v3.4.4,,https://github.com/ruby/rexml
rack-test,2.2.0,803290815,https://rubydoc.info/gems/rack-test,rubygems:generated_from_comments,90.9,20.0,22.0,True,0,,,False,,,,,,https://github.com/rack/rack-test,https://github.com/rack/rack-test/blob/main/History.md,,https://github.com/rack/rack-test
jwt,3.2.0,801609851,https://rubydoc.info/gems/jwt,rubygems:generated_from_comments,25.4,61.0,240.0,True,0,,,False,,,,,,https://github.com/jwt/ruby-jwt,https://github.com/jwt/ruby-jwt/blob/v3.2.0/CHANGELOG.md,,https://github.com/jwt/ruby-jwt
tilt,2.9.0,785021188,https://tilt.jeremyevans.net,rubygems:custom_doc_site,35.1,53.0,151.0,False,0,https://tilt.jeremyevans.net,tilt.jeremyevans.net,False,,,,,,https://github.com/jeremyevans/tilt,https://github.com/jeremyevans/tilt/blob/master/CHANGELOG.md,,https://github.com/rtomayko/tilt
ast,2.4.3,783778184,http://whitequark.github.io/ast,rubygems:custom_doc_site,88.9,16.0,18.0,True,0,http://whitequark.github.io/ast,whitequark.github.io,False,,,,,,https://whitequark.github.io/ast/,,,https://github.com/whitequark/ast
rails,8.1.3,779205830,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,,0.0,0.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/releases/tag/v8.1.3.1,,https://github.com/rails/rails
railties,8.1.3,777205380,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,14.9,198.0,1325.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/railties/CHANGELOG.md,,https://github.com/rails/rails
rubyzip,3.6.0,777092084,https://www.rubydoc.info/gems/rubyzip/3.5.0,rubygems:generated_from_comments,21.8,98.0,449.0,True,0,https://www.rubydoc.info/gems/rubyzip/3.5.0,rubydoc.info,True,,,,,,http://github.com/rubyzip/rubyzip,https://github.com/rubyzip/rubyzip/blob/v3.5.0/Changelog.md,https://github.com/rubyzip/rubyzip/wiki,https://github.com/rubyzip/rubyzip
method_source,1.1.0,767938956,http://banisterfiend.wordpress.com,rubygems:project_site,72.0,18.0,25.0,True,0,,,False,,,,,,http://banisterfiend.wordpress.com,https://github.com/banister/method_source/blob/master/CHANGELOG.md,,https://github.com/banister/method_source
actionview,8.1.3,766268811,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,31.2,300.0,961.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionview/CHANGELOG.md,,https://github.com/rails/rails
actionmailer,8.1.3,763842759,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,39.9,59.0,148.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionmailer/CHANGELOG.md,,https://github.com/rails/rails
mail,2.9.1,754842068,https://rubydoc.info/gems/mail,rubygems:generated_from_comments,35.7,290.0,812.0,True,0,,,False,,,,,,https://github.com/mikel/mail,,http://wiki.github.com/mikel/mail,https://github.com/mikel/mail
rainbow,3.1.1,739818942,https://www.rubydoc.info/gems/rainbow/3.1.1,rubygems:generated_from_comments,14.1,11.0,78.0,True,0,https://www.rubydoc.info/gems/rainbow/3.1.1,rubydoc.info,True,,,,,,https://github.com/sickill/rainbow,,,https://github.com/sickill/rainbow
mime-types-data,3.2026.0701,737435701,https://github.com/mime-types/mime-types-data,gem:readme_only,,0.0,0.0,True,0,,,False,,,,,,https://github.com/mime-types/mime-types-data/,https://github.com/mime-types/mime-types-data/blob/main/CHANGELOG.md,,https://github.com/mime-types/mime-types-data
faraday-net_http,3.4.4,736329487,https://github.com/lostisland/faraday-net_http,gem:readme_only,0.0,0.0,14.0,True,0,,,False,,,,,,https://github.com/lostisland/faraday-net_http,https://github.com/lostisland/faraday-net_http/releases/tag/v3.4.4,,https://github.com/lostisland/faraday-net_http
loofah,2.25.2,736109102,https://www.rubydoc.info/gems/loofah/,rubygems:generated_from_comments,27.0,24.0,89.0,True,0,https://www.rubydoc.info/gems/loofah/,rubydoc.info,True,,,,,,https://github.com/flavorjones/loofah,https://github.com/flavorjones/loofah/blob/main/CHANGELOG.md,,https://github.com/flavorjones/loofah
ruby-progressbar,1.13.0,735115064,https://github.com/jfelchner/ruby-progressbar/tree/releases/v1.13.0,rubygems:custom_doc_site,1.2,2.0,161.0,True,0,https://github.com/jfelchner/ruby-progressbar/tree/releases/v1.13.0,github.com,False,,,,,,https://github.com/jfelchner/ruby-progressbar,https://github.com/jfelchner/ruby-progressbar/blob/master/CHANGELOG.md,https://github.com/jfelchner/ruby-progressbar/wiki,https://github.com/jfelchner/ruby-progressbar
rubocop,1.90.0,734707853,https://docs.rubocop.org/rubocop/1.90/,rubygems:custom_doc_site,11.3,827.0,7343.0,True,0,https://docs.rubocop.org/rubocop/1.90/,docs.rubocop.org,False,,,,,,https://rubocop.org/,https://github.com/rubocop/rubocop/releases/tag/v1.90.0,,https://github.com/rubocop/rubocop
racc,1.8.1,723234494,https://github.com/tenderlove/racc,gem:docs_folder,5.1,19.0,373.0,True,8,,,False,,,,,,https://github.com/ruby/racc,https://github.com/ruby/racc/releases,,https://github.com/tenderlove/racc
connection_pool,3.0.2,714121393,https://github.com/mperham/connection_pool/wiki,rubygems:custom_doc_site,56.1,23.0,41.0,True,0,https://github.com/mperham/connection_pool/wiki,github.com,False,,,,,,https://github.com/mperham/connection_pool,https://github.com/mperham/connection_pool/blob/main/Changes.md,,https://github.com/mperham/connection_pool
excon,1.7.1,699638385,https://github.com/excon/excon/blob/master/README.md,rubygems:custom_doc_site,20.5,34.0,166.0,True,0,https://github.com/excon/excon/blob/master/README.md,github.com,False,,,,,,https://github.com/excon/excon,https://github.com/excon/excon/blob/master/changelog.txt,https://github.com/excon/excon/wiki,https://github.com/excon/excon
rails-html-sanitizer,1.7.1,696248028,https://www.rubydoc.info/gems/rails-html-sanitizer/1.7.1,rubygems:generated_from_comments,2.1,1.0,47.0,True,0,https://www.rubydoc.info/gems/rails-html-sanitizer/1.7.1,rubydoc.info,True,,,,,,https://github.com/rails/rails-html-sanitizer,https://github.com/rails/rails-html-sanitizer/blob/v1.7.1/CHANGELOG.md,,https://github.com/rails/rails-html-sanitizer
activejob,8.1.3,696010000,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,17.2,50.0,291.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activejob/CHANGELOG.md,,https://github.com/rails/rails
zeitwerk,2.8.3,687602871,https://rubydoc.info/gems/zeitwerk,rubygems:generated_from_comments,65.8,96.0,146.0,True,0,,,False,,,,,,https://github.com/fxn/zeitwerk,https://github.com/fxn/zeitwerk/blob/main/CHANGELOG.md,,https://github.com/fxn/zeitwerk
nio4r,2.7.5,680201465,https://www.rubydoc.info/gems/nio4r,rubygems:generated_from_comments,89.7,35.0,39.0,True,0,https://www.rubydoc.info/gems/nio4r,rubydoc.info,True,,,,,,https://github.com/socketry/nio4r,https://github.com/socketry/nio4r/blob/main/releases.md,https://github.com/socketry/nio4r/wiki,https://github.com/socketry/nio4r
http-cookie,1.1.6,675660712,https://www.rubydoc.info/gems/http-cookie/1.1.6,rubygems:generated_from_comments,49.6,61.0,123.0,True,0,https://www.rubydoc.info/gems/http-cookie/1.1.6,rubydoc.info,True,,,,,,https://github.com/sparklemotion/http-cookie,,,https://github.com/sparklemotion/http-cookie
rails-dom-testing,2.3.0,673995535,https://www.rubydoc.info/gems/rails-dom-testing/2.3.0,rubygems:generated_from_comments,15.8,6.0,38.0,True,0,https://www.rubydoc.info/gems/rails-dom-testing/2.3.0,rubydoc.info,True,,,,,,https://github.com/rails/rails-dom-testing,,,https://github.com/rails/rails-dom-testing
domain_name,0.6.20260902,665154305,https://www.rubydoc.info/gems/domain_name/0.6.20240107,rubygems:generated_from_comments,37.0,10.0,27.0,True,0,https://www.rubydoc.info/gems/domain_name/0.6.20240107,rubydoc.info,True,,,,,,https://github.com/knu/ruby-domain_name,,,https://github.com/knu/ruby-domain_name
regexp_parser,2.12.0,655109800,https://rubydoc.info/gems/regexp_parser,rubygems:generated_from_comments,6.9,22.0,321.0,False,0,,,False,,,,,,https://github.com/ammar/regexp_parser,https://github.com/ammar/regexp_parser/blob/master/CHANGELOG.md,https://github.com/ammar/regexp_parser/wiki,https://github.com/ammar/regexp_parser
globalid,1.4.0,655044043,http://www.rubyonrails.org,rubygems:project_site,19.2,15.0,78.0,True,0,,,False,,,,,,http://www.rubyonrails.org,https://github.com/rails/globalid/releases/tag/v1.4.0,,https://github.com/rails/globalid
websocket-driver,0.8.2,635011192,https://rubydoc.info/gems/websocket-driver,rubygems:generated_from_comments,0.9,1.0,117.0,True,0,,,False,,,,,,https://github.com/faye/websocket-driver-ruby,https://github.com/faye/websocket-driver-ruby/blob/main/CHANGELOG.md,,https://github.com/faye/websocket-driver-ruby
coderay,1.1.3,633559883,http://coderay.rubychan.de,rubygems:project_site,33.2,89.0,268.0,True,0,https://www.rubydoc.info/gems/coderay/1.1.3,rubydoc.info,True,,,,,,http://coderay.rubychan.de,,https://github.com/rubychan/coderay/wiki,https://github.com/rubychan/coderay
pry,0.16.0,627158033,http://pry.github.io,rubygems:project_site,48.3,499.0,1033.0,True,0,,,False,,,,,,http://pry.github.io,https://github.com/pry/pry/blob/master/CHANGELOG.md,,https://github.com/pry/pry
erubi,1.13.1,619847466,https://rubydoc.info/gems/erubi,rubygems:generated_from_comments,56.0,14.0,25.0,True,0,,,False,,,,,,https://github.com/jeremyevans/erubi,https://github.com/jeremyevans/erubi/blob/master/CHANGELOG,,https://github.com/jeremyevans/erubi
rubygems-update,4.0.20,617390717,https://github.com/ruby/rubygems,gem:docs_folder,20.3,1220.0,6020.0,True,4,,,False,,,,,,https://guides.rubygems.org,https://github.com/ruby/rubygems/blob/master/CHANGELOG.md,,https://github.com/ruby/rubygems
sprockets,4.4.1,616732053,https://www.rubydoc.info/gems/sprockets/4.4.1,rubygems:generated_from_comments,68.7,354.0,515.0,True,0,https://www.rubydoc.info/gems/sprockets/4.4.1,rubydoc.info,True,,,,,,https://github.com/rails/sprockets,,,https://github.com/rails/sprockets
thread_safe,0.3.6,609501804,http://ruby-concurrency.github.io/thread_safe/frames.html,rubygems:custom_doc_site,9.8,17.0,173.0,True,0,http://ruby-concurrency.github.io/thread_safe/frames.html,ruby-concurrency.github.io,False,,,,,,https://github.com/ruby-concurrency/thread_safe,,,https://github.com/ruby-concurrency/thread_safe
mini_portile2,2.8.9,609044561,https://rubydoc.info/gems/mini_portile2,rubygems:generated_from_comments,13.0,10.0,77.0,True,0,,,False,,,,,,https://github.com/flavorjones/mini_portile,https://github.com/flavorjones/mini_portile/blob/main/CHANGELOG.md,,https://github.com/flavorjones/mini_portile
crass,1.0.7,605460118,https://www.rubydoc.info/gems/crass/1.0.7,rubygems:generated_from_comments,96.8,61.0,63.0,True,0,https://www.rubydoc.info/gems/crass/1.0.7,rubydoc.info,True,,,,,,https://github.com/rgrove/crass/,https://github.com/rgrove/crass/blob/v1.0.7/HISTORY.md,,https://github.com/rgrove/crass
puma,8.0.2,595931815,https://puma.io,rubygems:project_site,38.3,238.0,622.0,True,30,,,False,,,,,,https://puma.io,https://github.com/puma/puma/blob/main/History.md,,https://github.com/puma/puma
actioncable,8.1.3,594202807,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,17.0,59.0,347.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actioncable/CHANGELOG.md,,https://github.com/rails/rails
multi_xml,0.9.1,593822457,https://rubydoc.info/gems/multi_xml/,rubygems:generated_from_comments,54.7,150.0,274.0,True,0,https://rubydoc.info/gems/multi_xml/,rubydoc.info,True,,,,,,https://github.com/sferik/multi_xml,https://github.com/sferik/multi_xml/blob/master/CHANGELOG.md,,https://github.com/sferik/multi_xml
websocket-extensions,0.1.5,584271328,https://github.com/faye/websocket-extensions-ruby,gem:readme_only,0.0,0.0,18.0,True,0,https://www.rubydoc.info/gems/websocket-extensions/0.1.5,rubydoc.info,True,,,,,,https://github.com/faye/websocket-extensions-ruby,,,https://github.com/faye/websocket-extensions-ruby
redis,6.0.0,577344114,https://www.rubydoc.info/gems/redis/6.0.0,rubygems:generated_from_comments,78.0,664.0,851.0,True,0,https://www.rubydoc.info/gems/redis/6.0.0,rubydoc.info,True,,,,,,https://github.com/redis/redis-rb,https://github.com/redis/redis-rb/blob/master/CHANGELOG.md,,https://github.com/redis/redis-rb
sprockets-rails,3.5.2,558004953,https://rubydoc.info/gems/sprockets-rails,rubygems:generated_from_comments,26.2,16.0,61.0,True,0,,,False,,,,,,https://github.com/rails/sprockets-rails,https://github.com/rails/sprockets-rails/releases/tag/v3.5.2,,https://github.com/rails/sprockets-rails
netrc,0.11.0,553938345,https://www.rubydoc.info/gems/netrc/0.11.0,rubygems:generated_from_comments,9.5,2.0,21.0,True,0,https://www.rubydoc.info/gems/netrc/0.11.0,rubydoc.info,True,,,,,,https://github.com/geemus/netrc,,,https://github.com/geemus/netrc
rubocop-ast,1.50.0,552455088,https://docs.rubocop.org/rubocop-ast/,rubygems:custom_doc_site,46.8,329.0,703.0,True,0,https://docs.rubocop.org/rubocop-ast/,docs.rubocop.org,False,,,,,,https://www.rubocop.org/,https://github.com/rubocop/rubocop-ast/blob/master/CHANGELOG.md,,https://github.com/rubocop/rubocop-ast
dotenv,3.2.0,538308437,https://rubydoc.info/gems/dotenv,rubygems:generated_from_comments,42.1,24.0,57.0,True,0,,,False,,,,,,https://github.com/bkeepers/dotenv,https://github.com/bkeepers/dotenv/releases,,https://github.com/bkeepers/dotenv
unf_ext,0.0.9.1,537189212,https://github.com/knu/ruby-unf_ext,gem:readme_only,,0.0,0.0,True,0,https://www.rubydoc.info/gems/unf_ext/0.0.9.1,rubydoc.info,True,,,,,,https://github.com/knu/ruby-unf_ext,,,https://github.com/knu/ruby-unf_ext
activestorage,8.1.3,530725185,https://api.rubyonrails.org/v8.1.3.1/,rubygems:custom_doc_site,21.8,103.0,473.0,True,0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,,,,,,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activestorage/CHANGELOG.md,,https://github.com/rails/rails
