gem,version,downloads,doc_coverage_pct,methods_documented,methods_total,has_readme,readme,readme_bytes,has_changelog,has_license,doc_dir_files,doc_files,link_docs,docs_host,doc_is_autogen,link_home,link_changelog,link_wiki,link_code,link_bugs,github_url
bundler,4.0.20,3670861388,22.6,658.0,2908.0,True,README.md,3168.0,1.0,1.0,0.0,7.0,,,False,https://bundler.io/,https://github.com/ruby/rubygems/blob/master/CHANGELOG-bundler.md,,https://github.com/ruby/rubygems,https://github.com/ruby/rubygems/issues?q=is%3Aopen+is%3Aissue+label%3ABundler,https://github.com/bundler/bundler
aws-sdk-core,3.254.1,1735534533,29.8,537.0,1802.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-core/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-core,,https://github.com/aws/aws-sdk-ruby
aws-sigv4,1.12.1,1542666286,40.7,24.0,59.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sigv4/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sigv4,,https://github.com/aws/aws-sdk-ruby
aws-partitions,1.1283.0,1503401650,46.3,31.0,67.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-partitions/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-partitions,,https://github.com/aws/aws-sdk-ruby
jmespath,1.6.2,1428846385,7.0,13.0,185.0,False,,0.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/jmespath/1.6.2,rubydoc.info,True,http://github.com/trevorrowe/jmespath.rb,,,,,https://github.com/trevorrowe/jmespath.rb
i18n,1.15.2,1415699447,29.7,85.0,286.0,True,README.md,3924.0,0.0,0.0,0.0,1.0,https://guides.rubyonrails.org/i18n.html,guides.rubyonrails.org,False,https://github.com/ruby-i18n/i18n,https://github.com/ruby-i18n/i18n/releases,,,https://github.com/ruby-i18n/i18n/issues,https://github.com/svenfuchs/i18n
activesupport,8.1.3,1412649969,36.6,771.0,2106.0,True,README.rdoc,1128.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activesupport/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/activesupport,https://github.com/rails/rails/issues,https://github.com/rails/rails
rake,13.4.2,1395357068,59.0,190.0,322.0,True,README.rdoc,4969.0,1.0,0.0,12.0,7.0,https://ruby.github.io/rake,ruby.github.io,False,https://github.com/ruby/rake,https://github.com/ruby/rake/releases,,,https://github.com/ruby/rake/issues,https://github.com/ruby/rake
json,3.0.0,1355755833,42.5,31.0,73.0,True,README.md,5392.0,1.0,1.0,0.0,2.0,https://docs.ruby-lang.org/en/master/JSON.html,docs.ruby-lang.org,False,https://github.com/ruby/json,https://github.com/ruby/json/blob/master/CHANGES.md,,,https://github.com/ruby/json/issues,https://github.com/ruby/json
concurrent-ruby,1.3.8,1350894115,57.9,624.0,1078.0,True,README.md,22148.0,1.0,1.0,0.0,3.0,,,False,http://www.concurrent-ruby.com,https://github.com/ruby-concurrency/concurrent-ruby/blob/master/CHANGELOG.md,,https://github.com/ruby-concurrency/concurrent-ruby,,https://github.com/ruby-concurrency/concurrent-ruby
aws-eventstream,1.4.0,1346700829,25.0,7.0,28.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-eventstream/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-eventstream,,https://github.com/aws/aws-sdk-ruby
rack,3.2.7,1332332606,29.1,159.0,546.0,True,README.md,14540.0,1.0,0.0,0.0,4.0,https://rubydoc.info/github/rack/rack,rubydoc.info,True,https://github.com/rack/rack,https://github.com/rack/rack/blob/main/CHANGELOG.md,,,https://github.com/rack/rack/issues,https://github.com/rack/rack
tzinfo,2.0.6,1302574308,90.4,322.0,356.0,True,README.md,13898.0,1.0,1.0,0.0,2.0,https://rubydoc.info/gems/tzinfo/2.0.6,rubydoc.info,True,https://tzinfo.github.io,https://github.com/tzinfo/tzinfo/blob/master/CHANGES.md,,https://github.com/tzinfo/tzinfo/tree/v2.0.6,https://github.com/tzinfo/tzinfo/issues,https://github.com/tzinfo/tzinfo
minitest,6.0.6,1281474403,0.3,1.0,313.0,True,README.rdoc,29736.0,1.0,0.0,0.0,3.0,https://docs.seattlerb.org/minitest,docs.seattlerb.org,False,https://minite.st/,https://github.com/minitest/minitest/blob/master/History.rdoc,,https://github.com/minitest/minitest,https://github.com/minitest/minitest/issues,https://github.com/minitest/minitest
nokogiri,1.19.4,1249776487,46.8,245.0,523.0,True,README.md,13752.0,1.0,1.0,0.0,5.0,https://nokogiri.org/rdoc/index.html,nokogiri.org,False,https://nokogiri.org,https://nokogiri.org/CHANGELOG.html,,https://github.com/sparklemotion/nokogiri,https://github.com/sparklemotion/nokogiri/issues,https://github.com/sparklemotion/nokogiri
addressable,2.9.0,1248517381,88.1,119.0,135.0,True,README.md,3260.0,1.0,1.0,0.0,3.0,,,False,https://github.com/sporkmonger/addressable,https://github.com/sporkmonger/addressable/blob/main/CHANGELOG.md#v2.9.0,,,,https://github.com/sporkmonger/addressable
faraday,2.14.3,1241469867,34.4,108.0,314.0,True,README.md,3480.0,1.0,1.0,0.0,3.0,,,False,https://lostisland.github.io/faraday,https://github.com/lostisland/faraday/releases/tag/v2.14.3,,https://github.com/lostisland/faraday,https://github.com/lostisland/faraday/issues,https://github.com/lostisland/faraday
public_suffix,7.0.5,1220136610,85.7,42.0,49.0,True,README.md,8127.0,1.0,1.0,0.0,5.0,https://rubydoc.info/gems/public_suffix/7.0.5,rubydoc.info,True,https://simonecarletti.com/code/publicsuffix-ruby,https://github.com/weppos/publicsuffix-ruby/blob/master/CHANGELOG.md,,https://github.com/weppos/publicsuffix-ruby/tree/v7.0.5,https://github.com/weppos/publicsuffix-ruby/issues,https://github.com/weppos/publicsuffix-ruby
diff-lcs,2.0.0,1218933223,37.4,34.0,91.0,True,README.md,4538.0,1.0,1.0,0.0,11.0,https://halostatue.github.io/diff-lcs/,halostatue.github.io,False,https://github.com/halostatue/diff-lcs,https://github.com/halostatue/diff-lcs/blob/main/CHANGELOG.md,,,https://github.com/halostatue/diff-lcs/issues,https://github.com/halostatue/diff-lcs
rspec-core,3.13.6,1187996415,37.2,396.0,1064.0,True,README.md,10479.0,1.0,1.0,0.0,3.0,https://rspec.info/documentation/,rspec.info,False,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-core-v3.13.6/rspec-core/Changelog.md,,https://github.com/rspec/rspec/blob/rspec-core-v3.13.6/rspec-core,https://github.com/rspec/rspec/issues,https://github.com/rspec/rspec-core
rspec-expectations,3.13.5,1187518803,42.8,323.0,755.0,True,README.md,9324.0,1.0,1.0,0.0,3.0,https://rspec.info/documentation/,rspec.info,False,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-expectations-v3.13.5/rspec-expectations/Changelog.md,,https://github.com/rspec/rspec/blob/rspec-expectations-v3.13.5/rspec-expectations,https://github.com/rspec/rspec/issues,https://github.com/rspec/rspec-expectations
rspec-mocks,3.13.8,1182198478,32.8,230.0,702.0,True,README.md,17689.0,1.0,1.0,0.0,3.0,https://rspec.info/documentation/,rspec.info,False,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-mocks-v3.13.8/rspec-mocks/Changelog.md,,https://github.com/rspec/rspec/blob/rspec-mocks-v3.13.8/rspec-mocks,https://github.com/rspec/rspec/issues,https://github.com/rspec/rspec-mocks
rspec-support,3.13.7,1174568773,11.8,31.0,262.0,True,README.md,1418.0,1.0,1.0,0.0,3.0,https://rspec.info/documentation/,rspec.info,False,https://rspec.info,https://github.com/rspec/rspec/blob/rspec-support-v3.13.7/rspec-support/Changelog.md,,https://github.com/rspec/rspec/blob/rspec-support-v3.13.7/rspec-support,https://github.com/rspec/rspec/issues,https://github.com/rspec/rspec
multi_json,1.21.1,1150569936,93.4,71.0,76.0,True,README.md,12727.0,0.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/multi_json/1.21.1,rubydoc.info,True,https://github.com/sferik/multi_json,https://github.com/sferik/multi_json/blob/v1.21.1/CHANGELOG.md,https://github.com/sferik/multi_json/wiki,https://github.com/sferik/multi_json/tree/v1.21.1,https://github.com/sferik/multi_json/issues,https://github.com/sferik/multi_json
thor,1.5.0,1137357482,48.0,212.0,442.0,True,README.md,1317.0,0.0,1.0,0.0,3.0,https://github.com/rails/thor/wiki,github.com,False,https://github.com/rails/thor,https://github.com/rails/thor/releases/tag/v1.5.0,,https://github.com/rails/thor/tree/v1.5.0,https://github.com/rails/thor/issues,https://github.com/wycats/thor
aws-sdk-s3,1.229.0,1092149547,47.2,624.0,1321.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-s3/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-s3,,https://github.com/aws/aws-sdk-ruby
ffi,1.17.4,1073180440,56.7,110.0,194.0,True,README.md,5137.0,1.0,1.0,4.0,3.0,,,False,https://github.com/ffi/ffi/wiki,https://github.com/ffi/ffi/blob/master/CHANGELOG.md,,https://github.com/ffi/ffi/,https://github.com/ffi/ffi/issues,https://github.com/ffi/ffi
aws-sdk-kms,1.130.0,1057101340,65.2,107.0,164.0,False,,0.0,1.0,1.0,0.0,2.0,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-kms/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-kms,,https://github.com/aws/aws-sdk-ruby
rspec,3.13.2,1011146338,,0.0,0.0,True,README.md,1737.0,0.0,1.0,0.0,2.0,https://rspec.info/documentation/,rspec.info,False,https://rspec.info,,,https://github.com/rspec/rspec/tree/rspec-v3.13.2/rspec,https://github.com/rspec/rspec/issues,https://github.com/rspec/rspec
unicode-display_width,3.2.0,968488522,35.7,5.0,14.0,True,README.md,11567.0,1.0,0.0,0.0,3.0,,,False,https://github.com/janlelis/unicode-display_width,https://github.com/janlelis/unicode-display_width/blob/main/CHANGELOG.md,,,https://github.com/janlelis/unicode-display_width/issues,https://github.com/janlelis/unicode-display_width
mime-types,3.7.0,923099952,39.6,59.0,149.0,True,README.md,8984.0,1.0,1.0,0.0,8.0,,,False,https://github.com/mime-types/ruby-mime-types/,https://github.com/mime-types/ruby-mime-types/blob/main/CHANGELOG.md,,,https://github.com/mime-types/ruby-mime-types/issues,https://github.com/mime-types/ruby-mime-types
builder,3.3.0,920491109,52.8,19.0,36.0,True,README.md,7704.0,1.0,0.0,4.0,4.0,https://www.rubydoc.info/gems/builder/3.3.0,rubydoc.info,True,https://github.com/rails/builder,https://github.com/rails/builder/blob/master/CHANGES,,https://github.com/rails/builder/tree/v3.3.0,https://github.com/rails/builder/issues,https://github.com/jimweirich/builder
multipart-post,2.4.1,915576435,29.2,7.0,24.0,True,readme.md,4915.0,1.0,1.0,0.0,3.0,https://socketry.github.io/multipart-post/,socketry.github.io,False,https://github.com/socketry/multipart-post,,,https://github.com/socketry/multipart-post.git,,https://github.com/socketry/multipart-post
activemodel,8.1.3,882549386,23.9,133.0,556.0,True,README.rdoc,6837.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activemodel/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/activemodel,https://github.com/rails/rails/issues,https://github.com/rails/rails
mini_mime,1.1.5,870447435,4.5,1.0,22.0,True,README.md,3849.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/mini_mime/1.1.5,rubydoc.info,True,https://github.com/discourse/mini_mime,,,,,https://github.com/discourse/mini_mime
parser,3.3.12.0,828189139,1.8,155.0,8555.0,False,,0.0,0.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/parser/3.3.12.0,rubydoc.info,True,https://github.com/whitequark/parser,https://github.com/whitequark/parser/blob/v3.3.12.0/CHANGELOG.md,,https://github.com/whitequark/parser/tree/v3.3.12.0,https://github.com/whitequark/parser/issues,https://github.com/whitequark/parser
activerecord,8.1.3,827451393,21.0,1119.0,5329.0,True,README.rdoc,7168.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activerecord/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/activerecord,https://github.com/rails/rails/issues,https://github.com/rails/rails
actionpack,8.1.3,815491897,21.3,437.0,2055.0,True,README.rdoc,1997.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionpack/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/actionpack,https://github.com/rails/rails/issues,https://github.com/rails/rails
parallel,2.2.0,811681714,17.7,11.0,62.0,False,,0.0,0.0,0.0,0.0,1.0,https://github.com/grosser/parallel/blob/v2.1.0/Readme.md,github.com,False,https://github.com/grosser/parallel,https://github.com/grosser/parallel/blob/v2.1.0/CHANGELOG.md,https://github.com/grosser/parallel/wiki,https://github.com/grosser/parallel/tree/v2.1.0,https://github.com/grosser/parallel/issues,https://github.com/grosser/parallel
rexml,3.4.4,810871125,42.7,274.0,642.0,True,README.md,2458.0,1.0,1.0,13.0,16.0,,,False,https://github.com/ruby/rexml,https://github.com/ruby/rexml/releases/tag/v3.4.4,,,,https://github.com/ruby/rexml
rack-test,2.2.0,803290815,90.9,20.0,22.0,True,README.md,3631.0,1.0,0.0,0.0,3.0,,,False,https://github.com/rack/rack-test,https://github.com/rack/rack-test/blob/main/History.md,,,https://github.com/rack/rack-test/issues,https://github.com/rack/rack-test
jwt,3.2.0,801609851,25.4,61.0,240.0,True,README.md,30101.0,1.0,1.0,0.0,5.0,,,False,https://github.com/jwt/ruby-jwt,https://github.com/jwt/ruby-jwt/blob/v3.2.0/CHANGELOG.md,,,https://github.com/jwt/ruby-jwt/issues,https://github.com/jwt/ruby-jwt
tilt,2.9.0,785021188,35.1,53.0,151.0,False,,0.0,0.0,1.0,0.0,0.0,https://tilt.jeremyevans.net,tilt.jeremyevans.net,False,https://github.com/jeremyevans/tilt,https://github.com/jeremyevans/tilt/blob/master/CHANGELOG.md,,,https://github.com/jeremyevans/tilt/issues,https://github.com/rtomayko/tilt
ast,2.4.3,783778184,88.9,16.0,18.0,True,README.YARD.md,482.0,0.0,1.0,0.0,1.0,http://whitequark.github.io/ast,whitequark.github.io,False,https://whitequark.github.io/ast/,,,https://github.com/whitequark/ast,https://github.com/whitequark/ast/issues,https://github.com/whitequark/ast
rails,8.1.3,779205830,,0.0,0.0,True,README.md,4798.0,0.0,0.0,0.0,1.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/releases/tag/v8.1.3.1,,https://github.com/rails/rails/tree/v8.1.3.1,https://github.com/rails/rails/issues,https://github.com/rails/rails
railties,8.1.3,777205380,14.9,198.0,1325.0,True,README.rdoc,895.0,1.0,0.0,0.0,4.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/railties/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/railties,https://github.com/rails/rails/issues,https://github.com/rails/rails
rubyzip,3.6.0,777092084,21.8,98.0,449.0,True,README.md,19627.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/rubyzip/3.5.0,rubydoc.info,True,http://github.com/rubyzip/rubyzip,https://github.com/rubyzip/rubyzip/blob/v3.5.0/Changelog.md,https://github.com/rubyzip/rubyzip/wiki,https://github.com/rubyzip/rubyzip/tree/v3.5.0,https://github.com/rubyzip/rubyzip/issues,https://github.com/rubyzip/rubyzip
method_source,1.1.0,767938956,72.0,18.0,25.0,True,README.markdown,3383.0,1.0,1.0,0.0,1.0,,,False,http://banisterfiend.wordpress.com,https://github.com/banister/method_source/blob/master/CHANGELOG.md,,,,https://github.com/banister/method_source
actionview,8.1.3,766268811,31.2,300.0,961.0,True,README.rdoc,1103.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionview/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/actionview,https://github.com/rails/rails/issues,https://github.com/rails/rails
actionmailer,8.1.3,763842759,39.9,59.0,148.0,True,README.rdoc,4563.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actionmailer/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/actionmailer,https://github.com/rails/rails/issues,https://github.com/rails/rails
mail,2.9.1,754842068,35.7,290.0,812.0,True,README.md,24400.0,0.0,0.0,0.0,1.0,,,False,https://github.com/mikel/mail,,http://wiki.github.com/mikel/mail,http://github.com/mikel/mail/,http://github.com/mikel/mail/issues,https://github.com/mikel/mail
rainbow,3.1.1,739818942,14.1,11.0,78.0,True,README.markdown,8285.0,1.0,1.0,0.0,1.0,https://www.rubydoc.info/gems/rainbow/3.1.1,rubydoc.info,True,https://github.com/sickill/rainbow,,,http://github.com/sickill/rainbow,,https://github.com/sickill/rainbow
mime-types-data,3.2026.0701,737435701,,0.0,0.0,True,README.md,3960.0,1.0,1.0,0.0,9.0,,,False,https://github.com/mime-types/mime-types-data/,https://github.com/mime-types/mime-types-data/blob/main/CHANGELOG.md,,,https://github.com/mime-types/mime-types-data/issues,https://github.com/mime-types/mime-types-data
faraday-net_http,3.4.4,736329487,0.0,0.0,14.0,True,README.md,1996.0,0.0,1.0,0.0,2.0,,,False,https://github.com/lostisland/faraday-net_http,https://github.com/lostisland/faraday-net_http/releases/tag/v3.4.4,,,,https://github.com/lostisland/faraday-net_http
loofah,2.25.2,736109102,27.0,24.0,89.0,True,README.md,16224.0,1.0,0.0,0.0,4.0,https://www.rubydoc.info/gems/loofah/,rubydoc.info,True,https://github.com/flavorjones/loofah,https://github.com/flavorjones/loofah/blob/main/CHANGELOG.md,,,https://github.com/flavorjones/loofah/issues,https://github.com/flavorjones/loofah
ruby-progressbar,1.13.0,735115064,1.2,2.0,161.0,True,README.md,4866.0,0.0,1.0,0.0,2.0,https://github.com/jfelchner/ruby-progressbar/tree/releases/v1.13.0,github.com,False,https://github.com/jfelchner/ruby-progressbar,https://github.com/jfelchner/ruby-progressbar/blob/master/CHANGELOG.md,https://github.com/jfelchner/ruby-progressbar/wiki,,https://github.com/jfelchner/ruby-progressbar/issues,https://github.com/jfelchner/ruby-progressbar
rubocop,1.90.0,734707853,11.3,827.0,7343.0,True,README.md,17514.0,0.0,1.0,0.0,2.0,https://docs.rubocop.org/rubocop/1.90/,docs.rubocop.org,False,https://rubocop.org/,https://github.com/rubocop/rubocop/releases/tag/v1.90.0,,https://github.com/rubocop/rubocop/,https://github.com/rubocop/rubocop/issues,https://github.com/rubocop/rubocop
racc,1.8.1,723234494,5.1,19.0,373.0,True,README.ja.rdoc,1793.0,1.0,1.0,8.0,7.0,,,False,https://github.com/ruby/racc,https://github.com/ruby/racc/releases,,,,https://github.com/tenderlove/racc
connection_pool,3.0.2,714121393,56.1,23.0,41.0,True,README.md,5518.0,1.0,1.0,0.0,2.0,https://github.com/mperham/connection_pool/wiki,github.com,False,https://github.com/mperham/connection_pool,https://github.com/mperham/connection_pool/blob/main/Changes.md,,,https://github.com/mperham/connection_pool/issues,https://github.com/mperham/connection_pool
excon,1.7.1,699638385,20.5,34.0,166.0,True,README.md,22134.0,0.0,1.0,0.0,4.0,https://github.com/excon/excon/blob/master/README.md,github.com,False,https://github.com/excon/excon,https://github.com/excon/excon/blob/master/changelog.txt,https://github.com/excon/excon/wiki,,https://github.com/excon/excon/issues,https://github.com/excon/excon
rails-html-sanitizer,1.7.1,696248028,2.1,1.0,47.0,True,README.md,9572.0,1.0,0.0,0.0,2.0,https://www.rubydoc.info/gems/rails-html-sanitizer/1.7.1,rubydoc.info,True,https://github.com/rails/rails-html-sanitizer,https://github.com/rails/rails-html-sanitizer/blob/v1.7.1/CHANGELOG.md,,https://github.com/rails/rails-html-sanitizer/tree/v1.7.1,https://github.com/rails/rails-html-sanitizer/issues,https://github.com/rails/rails-html-sanitizer
activejob,8.1.3,696010000,17.2,50.0,291.0,True,README.md,3966.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/activejob/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/activejob,https://github.com/rails/rails/issues,https://github.com/rails/rails
zeitwerk,2.8.3,687602871,65.8,96.0,146.0,True,README.md,65810.0,0.0,0.0,0.0,1.0,,,False,https://github.com/fxn/zeitwerk,https://github.com/fxn/zeitwerk/blob/main/CHANGELOG.md,,,https://github.com/fxn/zeitwerk/issues,https://github.com/fxn/zeitwerk
nio4r,2.7.5,680201465,89.7,35.0,39.0,True,readme.md,3391.0,0.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/nio4r,rubydoc.info,True,https://github.com/socketry/nio4r,https://github.com/socketry/nio4r/blob/main/releases.md,https://github.com/socketry/nio4r/wiki,https://github.com/socketry/nio4r.git,https://github.com/socketry/nio4r/issues,https://github.com/socketry/nio4r
http-cookie,1.1.6,675660712,49.6,61.0,123.0,True,README.md,7188.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/http-cookie/1.1.6,rubydoc.info,True,https://github.com/sparklemotion/http-cookie,,,,,https://github.com/sparklemotion/http-cookie
rails-dom-testing,2.3.0,673995535,15.8,6.0,38.0,True,README.md,3175.0,0.0,0.0,0.0,1.0,https://www.rubydoc.info/gems/rails-dom-testing/2.3.0,rubydoc.info,True,https://github.com/rails/rails-dom-testing,,,,,https://github.com/rails/rails-dom-testing
domain_name,0.6.20260902,665154305,37.0,10.0,27.0,True,README.md,2228.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/domain_name/0.6.20240107,rubydoc.info,True,https://github.com/knu/ruby-domain_name,,,,,https://github.com/knu/ruby-domain_name
regexp_parser,2.12.0,655109800,6.9,22.0,321.0,False,,0.0,0.0,1.0,0.0,0.0,,,False,https://github.com/ammar/regexp_parser,https://github.com/ammar/regexp_parser/blob/master/CHANGELOG.md,https://github.com/ammar/regexp_parser/wiki,,https://github.com/ammar/regexp_parser/issues,https://github.com/ammar/regexp_parser
globalid,1.4.0,655044043,19.2,15.0,78.0,True,README.md,11239.0,0.0,0.0,0.0,1.0,,,False,http://www.rubyonrails.org,https://github.com/rails/globalid/releases/tag/v1.4.0,,https://github.com/rails/globalid/tree/v1.4.0,https://github.com/rails/globalid/issues,https://github.com/rails/globalid
websocket-driver,0.8.2,635011192,0.9,1.0,117.0,True,README.md,13609.0,1.0,1.0,0.0,3.0,,,False,https://github.com/faye/websocket-driver-ruby,https://github.com/faye/websocket-driver-ruby/blob/main/CHANGELOG.md,,,,https://github.com/faye/websocket-driver-ruby
coderay,1.1.3,633559883,33.2,89.0,268.0,True,README_INDEX.rdoc,4563.0,0.0,0.0,0.0,1.0,https://www.rubydoc.info/gems/coderay/1.1.3,rubydoc.info,True,http://coderay.rubychan.de,,https://github.com/rubychan/coderay/wiki,http://github.com/rubychan/coderay,http://github.com/rubychan/coderay/issues,https://github.com/rubychan/coderay
pry,0.16.0,627158033,48.3,499.0,1033.0,True,README.md,14785.0,1.0,1.0,0.0,2.0,,,False,http://pry.github.io,https://github.com/pry/pry/blob/master/CHANGELOG.md,,https://github.com/pry/pry,https://github.com/pry/pry/issues,https://github.com/pry/pry
erubi,1.13.1,619847466,56.0,14.0,25.0,True,README.rdoc,4308.0,1.0,0.0,0.0,1.0,,,False,https://github.com/jeremyevans/erubi,https://github.com/jeremyevans/erubi/blob/master/CHANGELOG,,,https://github.com/jeremyevans/erubi/issues,https://github.com/jeremyevans/erubi
rubygems-update,4.0.20,617390717,20.3,1220.0,6020.0,True,README.md,4877.0,1.0,1.0,4.0,22.0,,,False,https://guides.rubygems.org,https://github.com/ruby/rubygems/blob/master/CHANGELOG.md,,https://github.com/ruby/rubygems,https://github.com/ruby/rubygems/issues,https://github.com/ruby/rubygems
sprockets,4.4.1,616732053,68.7,354.0,515.0,True,README.md,24846.0,1.0,0.0,0.0,2.0,https://www.rubydoc.info/gems/sprockets/4.4.1,rubydoc.info,True,https://github.com/rails/sprockets,,,,,https://github.com/rails/sprockets
thread_safe,0.3.6,609501804,9.8,17.0,173.0,True,README.md,2670.0,0.0,1.0,0.0,1.0,http://ruby-concurrency.github.io/thread_safe/frames.html,ruby-concurrency.github.io,False,https://github.com/ruby-concurrency/thread_safe,,,,https://github.com/ruby-concurrency/thread_safe/issues,https://github.com/ruby-concurrency/thread_safe
mini_portile2,2.8.9,609044561,13.0,10.0,77.0,True,README.md,11284.0,1.0,1.0,0.0,5.0,,,False,https://github.com/flavorjones/mini_portile,https://github.com/flavorjones/mini_portile/blob/main/CHANGELOG.md,,,,https://github.com/flavorjones/mini_portile
crass,1.0.7,605460118,96.8,61.0,63.0,True,README.md,5621.0,1.0,1.0,0.0,2.0,https://www.rubydoc.info/gems/crass/1.0.7,rubydoc.info,True,https://github.com/rgrove/crass/,https://github.com/rgrove/crass/blob/v1.0.7/HISTORY.md,,https://github.com/rgrove/crass/tree/v1.0.7,https://github.com/rgrove/crass/issues,https://github.com/rgrove/crass
puma,8.0.2,595931815,38.3,238.0,622.0,True,README.md,19729.0,1.0,1.0,30.0,24.0,,,False,https://puma.io,https://github.com/puma/puma/blob/main/History.md,,https://github.com/puma/puma,https://github.com/puma/puma/issues,https://github.com/puma/puma
actioncable,8.1.3,594202807,17.0,59.0,347.0,True,README.md,949.0,1.0,0.0,0.0,2.0,https://api.rubyonrails.org/v8.1.3.1/,api.rubyonrails.org,False,https://rubyonrails.org,https://github.com/rails/rails/blob/v8.1.3.1/actioncable/CHANGELOG.md,,https://github.com/rails/rails/tree/v8.1.3.1/actioncable,https://github.com/rails/rails/issues,https://github.com/rails/rails
multi_xml,0.9.1,593822457,54.7,150.0,274.0,True,README.md,8664.0,1.0,1.0,0.0,4.0,https://rubydoc.info/gems/multi_xml/,rubydoc.info,True,https://github.com/sferik/multi_xml,https://github.com/sferik/multi_xml/blob/master/CHANGELOG.md,,,https://github.com/sferik/multi_xml/issues,https://github.com/sferik/multi_xml
websocket-extensions,0.1.5,584271328,0.0,0.0,18.0,True,README.md,12192.0,1.0,1.0,0.0,3.0,https://www.rubydoc.info/gems/websocket-extensions/0.1.5,rubydoc.info,True,https://github.com/faye/websocket-extensions-ruby,,,,,https://github.com/faye/websocket-extensions-ruby
