package,version,status,asset_kind,tfm,assembly,assembly_bytes,bytes_fetched,nupkg_bytes,public_types,methods_public,properties,events,ctors,operators,api_total,methods_private,methods_protected,methods_internal,m_static,m_virtual,m_abstract,m_sealed,m_generic,t_interface,t_abstract,t_sealed,fields_public,all_types,methoddef_rows,typedef_rows
Microsoft.AspNetCore.Components.Analyzers,10.0.11,ok,analyzers,,analyzers/dotnet/cs/Microsoft.AspNetCore.Components.Analyzers.dll,58152,89088,63387,12,7,49,0,6,0,56,28,0,62,0,13,0,2,0,0,6,9,96,59,172,59
jQuery,3.7.1,metapackage,,,,,65558,385645,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.Runtime.CoreCLR,2.0.8,metapackage,,,,,28932,28932,,,,,,,,,,,,,,,,,,,,,,
Microsoft.AspNet.WebApi,5.3.0,metapackage,,,,,36514,36514,,,,,,,,,,,,,,,,,,,,,,
Microsoft.CodeAnalysis.Analyzers,5.9.0,ok,analyzers,,analyzers/dotnet/cs/Microsoft.CodeAnalysis.Analyzers.dll,2454824,929155,2532011,143,381,1951,0,90,7,2332,3142,520,1728,66,259,20,140,0,0,22,120,6948,1959,12859,1959
Microsoft.NET.Sdk.iOS.Manifest-9.0.100,26.5.9004,metapackage,,,,,32652,32652,,,,,,,,,,,,,,,,,,,,,,
StyleCop.Analyzers,1.1.118,ok,analyzers,,analyzers/dotnet/cs/StyleCop.Analyzers.dll,690688,266753,377566,5,5,840,0,2,0,845,1019,60,725,0,6,0,4,0,0,0,4,2622,452,3150,452
Microsoft.NETCore.Jit,2.0.8,metapackage,,,,,28531,28531,,,,,,,,,,,,,,,,,,,,,,
SkiaSharp.NativeAssets.macOS,4.151.2,metapackage,,,,,65558,7650306,,,,,,,,,,,,,,,,,,,,,,
librdkafka.redist,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverlet.msbuild,10.0.1,ok,tasks,,tasks/net8.0/Mono.Cecil.dll,372824,234236,4536724,178,305,834,1,116,4,1140,707,81,163,35,552,91,217,0,23,36,130,1952,351,3152,351
Microsoft.NET.Sdk.Maui.Manifest-9.0.100,9.0.120,metapackage,,,,,41522,41522,,,,,,,,,,,,,,,,,,,,,,
runtime.unix.System.Private.Uri,4.3.2,ok,runtimes,,runtimes/unix/lib/netstandard1.0/System.Private.Uri.dll,126208,125168,85378,7,20,116,0,14,2,136,116,9,169,12,6,0,0,0,0,0,4,480,63,471,63
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100,26.5.9004,metapackage,,,,,32555,32555,,,,,,,,,,,,,,,,,,,,,,
Microsoft.AspNetCore.Razor.Design,2.3.0,ok,tools,,tools/rzc.dll,119824,122804,4395179,3,0,117,0,0,0,117,139,43,53,0,0,0,0,0,0,0,3,412,115,544,115
runtime.unix.System.Diagnostics.Debug,4.3.0,ok,runtimes,,runtimes/unix/lib/netstandard1.3/System.Diagnostics.Debug.dll,40832,60791,38808,1,23,22,0,0,0,45,16,1,56,23,0,0,0,0,0,1,1,166,23,107,23
Microsoft.NET.Sdk.macOS.Manifest-9.0.100,26.5.9004,metapackage,,,,,32510,32510,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100,26.5.9004,metapackage,,,,,32508,32508,,,,,,,,,,,,,,,,,,,,,,
SQLitePCLRaw.lib.e_sqlite3,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runtime.unix.System.Runtime.Extensions,4.3.1,ok,runtimes,,runtimes/unix/lib/netstandard1.5/System.Runtime.Extensions.dll,75520,100298,63231,5,58,65,0,4,2,123,61,4,91,52,4,0,1,0,0,3,4,181,33,290,33
Microsoft.NET.Sdk.Android.Manifest-9.0.100,35.0.105,metapackage,,,,,55345,55345,,,,,,,,,,,,,,,,,,,,,,
Grpc.AspNetCore,2.83.0,metapackage,,,,,37359,37359,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.Windows.ApiSets,1.0.1,metapackage,,,,,17111,17111,,,,,,,,,,,,,,,,,,,,,,
Microsoft.AspNetCore.App.Runtime.linux-x64,10.0.11,ok,runtimes,,runtimes/linux-x64/lib/net10.0/System.Formats.Cbor.dll,161104,143892,12928716,7,70,82,0,6,0,152,76,2,63,0,0,0,0,0,0,0,4,276,31,302,31
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-7.0.100,7.0.20,metapackage,,,,,52468,52468,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-7.0.100,7.0.20,metapackage,,,,,52292,52292,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.net6.Manifest-7.0.100,7.0.20,metapackage,,,,,35475,35475,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100,16.4.7142,metapackage,,,,,30415,30415,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-7.0.100,7.0.101,metapackage,,,,,35471,35471,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Functions,4.6.0,ok,tools,,tools/net6.0/Mono.Cecil.dll,366136,230548,533006,178,294,827,1,116,4,1122,694,81,159,35,541,88,209,0,23,36,130,1929,349,3112,349
Microsoft.NET.Sdk.Android.Manifest-7.0.100,33.0.95,metapackage,,,,,35324,35324,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-7.0.100,13.3.7142,metapackage,,,,,30372,30372,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100,16.4.7142,metapackage,,,,,30378,30378,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.App.Runtime.linux-x64,10.0.11,ok,runtimes,,runtimes/linux-x64/lib/net10.0/System.dll,50472,85569,40081770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Microsoft.NET.Workload.Emscripten.net7.Manifest-7.0.100,7.0.20,metapackage,,,,,35780,35780,,,,,,,,,,,,,,,,,,,,,,
Libuv,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.Functions.Worker.ProjectTemplates,4.0.5590,metapackage,,,,,39769,39769,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-7.0.100,16.4.7142,metapackage,,,,,30482,30482,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.App.Host.linux-x64,10.0.11,metapackage,,,,,65558,5563958,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Aspire.Manifest-8.0.100.Msi.x64,8.2.2,metapackage,,,,,65558,370464,,,,,,,,,,,,,,,,,,,,,,
runtime.unix.System.IO.FileSystem,4.3.0,ok,runtimes,,runtimes/unix/lib/netstandard1.3/System.IO.FileSystem.dll,98160,108037,62460,9,140,140,0,13,0,280,110,13,180,85,41,3,0,0,0,3,7,291,56,601,56
Humanizer,3.0.10,metapackage,,,,,35728,35728,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.DotNetHost,8.0.30,metapackage,,,,,47304,47304,,,,,,,,,,,,,,,,,,,,,,
Microsoft.AspNetCore.Mvc.Analyzers,2.3.0,ok,analyzers,,analyzers/dotnet/cs/Microsoft.AspNetCore.Mvc.Analyzers.dll,19512,50241,38833,4,4,5,0,3,0,9,3,3,1,0,4,1,1,0,0,2,1,12,7,17,7
Microsoft.Azure.WebJobs.Script.ExtensionsMetadataGenerator,4.0.1,ok,tools,,tools/netstandard2.0/System.Linq.dll,127304,118198,1491341,6,183,78,0,0,0,261,279,8,75,177,11,5,6,0,3,4,1,377,86,833,86
runtime.unix.Microsoft.Win32.Primitives,4.3.0,ok,runtimes,,runtimes/unix/lib/netstandard1.3/Microsoft.Win32.Primitives.dll,25992,47161,31929,1,0,3,0,5,0,3,2,0,10,0,0,0,0,0,0,0,0,92,8,21,8
runtime.unix.System.Console,4.3.1,ok,runtimes,,runtimes/unix/lib/netstandard1.3/System.Console.dll,94024,108074,62430,9,61,124,1,4,4,186,71,7,150,104,5,0,0,0,0,1,9,537,60,541,60
Microsoft.NETCore.App.Host.win-x64,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.Functions.Worker.ItemTemplates,4.0.5590,metapackage,,,,,65558,391766,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workloads.10.0.300,10.303.1,metapackage,,,,,30297,30297,,,,,,,,,,,,,,,,,,,,,,
Cake.Tool,6.2.0,ok,tools,,tools/net8.0/any/Cake.dll,59408,97444,34691662,29,36,30,0,19,0,66,46,3,14,1,31,6,24,0,5,10,21,128,48,177,48
Microsoft.NETFramework.ReferenceAssemblies,1.0.3,metapackage,,,,,20961,20961,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workloads.10.0.100,10.111.1,metapackage,,,,,30297,30297,,,,,,,,,,,,,,,,,,,,,,
runtime.unix.System.Net.Primitives,4.3.1,ok,runtimes,,runtimes/unix/lib/netstandard1.3/System.Net.Primitives.dll,308992,173581,134217,32,59,883,0,27,0,942,50,8,935,11,48,8,7,0,3,7,15,642,94,1247,94
NUnit.Analyzers,4.14.0,ok,analyzers,,analyzers/dotnet/cs/nunit.analyzers.dll,301568,150528,155387,54,73,79,0,51,0,152,257,55,182,8,110,0,0,0,0,6,25,1000,236,794,236
Microsoft.AspNetCore.App.Runtime.win-x64,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NETCore.App.Runtime.win-x64,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modernizr,2.8.3,metapackage,,,,,30599,30599,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.WebJobs.ItemTemplates,4.0.5590,metapackage,,,,,65558,447400,,,,,,,,,,,,,,,,,,,,,,
runtime.win.System.Diagnostics.Debug,4.3.0,ok,runtimes,,runtimes/aot/lib/netcore50/System.Diagnostics.Debug.dll,22400,78521,66556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
runtime.unix.System.Net.Sockets,4.3.0,ok,runtimes,,runtimes/unix/lib/netstandard1.3/System.Net.Sockets.dll,221032,154231,105673,33,123,242,2,30,4,367,213,72,389,24,38,0,5,0,0,3,21,748,136,1198,136
Microsoft.Azure.Functions.Analyzers,1.0.0,ok,analyzers,,analyzers/dotnet/cs/Microsoft.Azure.Functions.Analyzers.dll,22920,57229,41208,1,1,2,0,1,0,3,3,0,3,0,2,0,0,0,0,0,0,5,10,14,10
Microsoft.Azure.WebJobs.ProjectTemplates,4.0.5590,metapackage,,,,,37458,37458,,,,,,,,,,,,,,,,,,,,,,
bootstrap,5.3.8,metapackage,,,,,65558,3071200,,,,,,,,,,,,,,,,,,,,,,
runtime.win.System.Runtime.Extensions,4.3.1,ok,runtimes,,runtimes/aot/lib/netcore50/System.Runtime.Extensions.dll,78056,103746,134127,6,64,52,0,6,2,116,45,2,95,52,10,0,1,0,0,3,4,224,35,261,35
jQuery.Validation,1.21.0,metapackage,,,,,50894,50894,,,,,,,,,,,,,,,,,,,,,,
Microsoft.VisualStudio.Threading.Analyzers,18.7.23,ok,analyzers,,analyzers/cs/Microsoft.VisualStudio.Threading.Analyzers.dll,125280,119335,564221,49,81,187,0,23,0,268,195,21,62,125,51,15,0,0,0,37,30,334,144,643,144
Microsoft.Data.Sqlite,10.0.11,metapackage,,,,,30208,30208,,,,,,,,,,,,,,,,,,,,,,
runtime.win.System.IO.FileSystem,4.3.0,ok,runtimes,,runtimes/win/lib/netcore50/System.IO.FileSystem.dll,164720,137553,145778,9,140,167,0,13,0,307,219,17,210,85,41,3,0,0,0,3,7,827,103,857,103
dotnet-ef,10.0.11,ok,tools,,tools/net8.0/any/dotnet-ef.dll,91488,106573,621914,0,0,147,0,0,0,147,55,12,37,0,0,0,0,0,0,0,0,223,70,422,70
Microsoft.Bcl.Build,1.0.21,ok,build,,build/Microsoft.Bcl.Build.Tasks.dll,37072,61256,40988,3,4,30,0,4,0,34,25,0,9,0,4,0,1,0,0,0,0,41,11,88,11
runtime.win.Microsoft.Win32.Primitives,4.3.0,ok,runtimes,,runtimes/win/lib/netstandard1.3/Microsoft.Win32.Primitives.dll,29064,48048,32430,1,0,1,0,5,0,1,3,0,2,0,0,0,0,0,0,0,0,79,5,12,5
Microsoft.NET.ILLink.Tasks,10.0.11,ok,analyzers,,analyzers/dotnet/cs/ILLink.RoslynAnalyzer.dll,507176,234046,1533276,74,249,767,0,50,30,1016,373,68,740,76,209,43,64,0,8,27,58,940,234,2240,234
Microsoft.Net.Compilers,4.2.0,ok,tools,,tools/System.Memory.dll,141184,124754,11877288,29,283,71,0,21,17,354,164,12,67,221,37,13,4,0,3,15,23,273,76,703,76
Microsoft.Build.Tasks.Git,10.0.400,ok,tools,,tools/net/System.IO.Hashing.dll,55592,95734,630612,11,80,13,0,11,0,93,57,11,21,34,25,3,0,0,0,1,10,104,25,219,25
SkiaSharp.NativeAssets.Win32,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runtime.win.System.Console,4.3.1,ok,runtimes,,runtimes/win/lib/netcore50/System.Console.dll,59720,93688,82455,8,61,107,1,2,2,169,7,5,73,102,5,0,0,0,0,1,8,213,23,352,23
Microsoft.NET.Sdk.Android.Manifest-8.0.100.Msi.x64,34.0.154,metapackage,,,,,65558,379217,,,,,,,,,,,,,,,,,,,,,,
Microsoft.jQuery.Unobtrusive.Validation,4.0.0,metapackage,,,,,46686,46686,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100.Msi.x64,18.0.8319,metapackage,,,,,65558,379244,,,,,,,,,,,,,,,,,,,,,,
Microsoft.SourceLink.Common,10.0.400,ok,tools,,tools/net/Microsoft.SourceLink.Common.dll,31544,83487,347411,2,2,18,0,2,0,20,4,0,40,0,2,0,0,0,0,0,2,34,14,84,14
dotnet-reportgenerator-globaltool,5.5.11,ok,tools,,tools/net8.0/any/DotNetConfig.dll,108544,124775,3982733,11,173,63,0,4,4,236,48,17,100,120,36,24,0,0,0,8,8,340,114,610,114
runtime.win.System.Net.Primitives,4.3.1,ok,runtimes,,runtimes/win/lib/netcore50/System.Net.Primitives.dll,306224,171725,238554,33,59,880,0,27,0,939,41,8,906,11,48,8,7,0,3,7,16,622,89,1205,89
Microsoft.NET.Sdk.macOS.Manifest-8.0.100.Msi.x64,15.0.8319,metapackage,,,,,65558,379210,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-8.0.100.Msi.x64,18.0.8319,metapackage,,,,,65558,379450,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-8.0.100.Msi.x64,8.0.100,metapackage,,,,,65558,380483,,,,,,,,,,,,,,,,,,,,,,
GitVersion.Tool,6.8.2,ok,tools,,tools/net8.0/any/Polly.dll,288160,172614,34825403,132,849,97,0,43,0,946,253,68,541,500,368,137,175,0,34,67,35,1202,637,2207,637
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,349136,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.net6.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,323900,,,,,,,,,,,,,,,,,,,,,,
Microsoft.TestPlatform,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100.Msi.x64,18.0.8319,metapackage,,,,,65558,379174,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.Current.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,324685,,,,,,,,,,,,,,,,,,,,,,
StyleCop.Analyzers.Unstable,1.2.0.556,ok,analyzers,,analyzers/dotnet/cs/StyleCop.Analyzers.dll,999936,350553,474559,6,5,1969,0,3,0,1974,1442,60,420,0,6,0,4,0,0,0,4,3916,682,5751,682
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,341926,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.net7.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,324571,,,,,,,,,,,,,,,,,,,,,,
Grpc,2.46.6,metapackage,,,,,48346,48346,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.Functions.Worker.Sdk,2.1.0,ok,tools,,tools/net472/Humanizer.dll,212008,160104,15715999,81,354,484,0,27,10,838,162,31,39,770,40,21,7,0,9,47,48,324,187,1302,187
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100.Msi.x64,8.0.30,metapackage,,,,,65558,341720,,,,,,,,,,,,,,,,,,,,,,
NewRelic.Agent,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runtime.linux-x64.runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,52805,52805,,,,,,,,,,,,,,,,,,,,,,
runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,44514,44514,,,,,,,,,,,,,,,,,,,,,,
Hangfire,1.8.25,metapackage,,,,,62965,62965,,,,,,,,,,,,,,,,,,,,,,
runtime.linux-arm64.runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,52597,52597,,,,,,,,,,,,,,,,,,,,,,
runtime.linux-arm.runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,51548,51548,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-9.0.100.Msi.x64,26.5.9004,metapackage,,,,,65558,379877,,,,,,,,,,,,,,,,,,,,,,
Microsoft.CodeAnalysis,5.9.0,metapackage,,,,,31696,31696,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-9.0.100.Msi.x64,26.5.9004,metapackage,,,,,65558,380190,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100.Msi.x64,26.5.9004,metapackage,,,,,65558,379976,,,,,,,,,,,,,,,,,,,,,,
runtime.osx-x64.runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,57165,57165,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100.Msi.x64,26.5.9004,metapackage,,,,,65558,379886,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-9.0.100.Msi.x64,35.0.105,metapackage,,,,,65558,380702,,,,,,,,,,,,,,,,,,,,,,
JunitXml.TestLogger,8.0.0,ok,build,,build/_common/Spekt.TestLogger.dll,95744,133108,109075,38,80,78,0,23,0,158,50,8,30,15,85,33,50,0,9,18,8,114,58,265,58
Microsoft.NET.Workload.Emscripten.net6.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,327864,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-9.0.100.Msi.x64,9.0.120,metapackage,,,,,65558,339709,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.Current.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,328853,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.net7.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,328005,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,356303,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,346423,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Windows.Compatibility,10.0.11,metapackage,,,,,31604,31604,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Emscripten.net8.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,328117,,,,,,,,,,,,,,,,,,,,,,
Microsoft.WindowsDesktop.App.Runtime.win-x64,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,346572,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-9.0.100.Msi.x64,9.0.19,metapackage,,,,,65558,346665,,,,,,,,,,,,,,,,,,,,,,
NSwag.MSBuild,14.7.1,ok,tools,,tools/Win/Fluid.dll,264704,171232,9609382,132,591,286,0,121,1,877,315,162,176,150,429,20,21,0,6,27,107,1186,307,1729,307
runtime.win.System.Net.Sockets,4.3.0,ok,runtimes,,runtimes/win/lib/netcore50/System.Net.Sockets.dll,213864,148157,182568,31,121,230,2,29,4,353,190,61,393,24,38,0,5,0,0,3,19,758,124,1091,124
Microsoft.NET.Workload.Emscripten.Manifest-6.0.300,6.0.36,metapackage,,,,,35676,35676,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.300,6.0.36,metapackage,,,,,48751,48751,,,,,,,,,,,,,,,,,,,,,,
SkiaSharp.NativeAssets.Linux.NoDependencies,4.151.2,metapackage,,,,,65558,60424235,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.Functions.Worker.Sdk.Analyzers,1.2.2,ok,analyzers,,analyzers/dotnet/cs/Microsoft.Azure.Functions.Worker.Sdk.Analyzers.dll,50232,93658,62949,7,8,15,0,7,0,23,26,2,25,0,14,0,0,0,0,0,3,74,39,101,39
SpecFlow.Tools.MsBuild.Generation,3.9.74,ok,tasks,,tasks/net461/BoDi.dll,26624,78672,11920290,8,35,13,2,6,0,50,49,12,19,4,32,15,13,0,3,3,0,62,33,173,33
Microsoft.NET.Workloads.10.0.200,10.204.1,metapackage,,,,,30294,30294,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Azure.Functions.Worker.Sdk.Generators,1.4.0,ok,analyzers,,analyzers/dotnet/cs/System.Text.Json.dll,608520,285697,354724,80,474,777,0,63,66,1251,710,121,984,284,80,19,38,0,5,20,55,1377,365,3666,365
Nito.AsyncEx,5.1.2,metapackage,,,,,20938,20938,,,,,,,,,,,,,,,,,,,,,,
Microsoft.SourceLink.GitHub,10.0.400,ok,tools,,tools/net/System.IO.Hashing.dll,55592,95734,536414,11,80,13,0,11,0,93,57,11,21,34,25,3,0,0,0,1,10,104,25,219,25
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300,15.4.328,metapackage,,,,,23285,23285,,,,,,,,,,,,,,,,,,,,,,
Fody,6.9.3,ok,tasks,,tasks/net472/FodyTasks.dll,58368,97158,921204,19,45,58,0,11,0,103,50,0,34,21,21,0,3,0,0,8,10,160,57,263,57
runtime.win7-x86.runtime.native.System.Data.SqlClient.sni,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-6.0.300,32.0.440,metapackage,,,,,29760,29760,,,,,,,,,,,,,,,,,,,,,,
Selenium.WebDriver.ChromeDriver,152.0.7977.8200,metapackage,,,,,65558,38069046,,,,,,,,,,,,,,,,,,,,,,
Cake,1.3.0,ok,autofac.dll,,Autofac.dll,331264,194338,8361248,155,452,587,27,103,4,1066,350,74,596,236,362,186,101,0,34,65,46,1021,518,2466,518
Microsoft.NET.Sdk.macOS.Manifest-6.0.300,12.3.328,metapackage,,,,,23241,23241,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-6.0.300,15.4.328,metapackage,,,,,23337,23337,,,,,,,,,,,,,,,,,,,,,,
MessagePackAnalyzer,3.1.8,ok,analyzers,,analyzers/roslyn4.3/cs//MessagePack.SourceGenerator.dll,300032,209336,177933,67,284,279,0,81,46,563,138,74,203,89,223,12,32,0,2,11,16,552,183,1304,183
SkiaSharp.NativeAssets.Linux,4.151.2,metapackage,,,,,65558,60545652,,,,,,,,,,,,,,,,,,,,,,
runtime.win7-x64.runtime.native.System.Data.SqlClient.sni,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-6.0.300,6.0.419,metapackage,,,,,22142,22142,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-6.0.300,15.4.328,metapackage,,,,,23244,23244,,,,,,,,,,,,,,,,,,,,,,
HarfBuzzSharp.NativeAssets.macOS,14.2.1.102,metapackage,,,,,65558,1459806,,,,,,,,,,,,,,,,,,,,,,
System.Data.SQLite.Core,1.0.119,metapackage,,,,,28331,28331,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.100,6.0.36,metapackage,,,,,48755,48755,,,,,,,,,,,,,,,,,,,,,,
NUnit.ConsoleRunner,3.22.0,ok,tools,,tools/nunit.engine.dll,75264,100650,1244675,36,97,48,2,30,2,147,127,12,10,6,98,4,67,0,3,6,7,195,58,353,58
Microsoft.NET.Workload.Emscripten.Manifest-6.0.100,6.0.36,metapackage,,,,,35678,35678,,,,,,,,,,,,,,,,,,,,,,
Microsoft.ClearScript,7.5.1.1,metapackage,,,,,57302,57302,,,,,,,,,,,,,,,,,,,,,,
Microsoft.CodeAnalysis.FxCopAnalyzers,3.3.2,metapackage,,,,,65558,464432,,,,,,,,,,,,,,,,,,,,,,
Microsoft.Data.SqlClient.SNI,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respond,1.4.2,metapackage,,,,,24227,24227,,,,,,,,,,,,,,,,,,,,,,
dotnet-sonarscanner,11.3.0,ok,tools,,tools/netcoreapp3.1/any/Google.Protobuf.dll,501248,256490,1027702,194,1274,904,0,164,14,2178,607,5,507,316,781,25,535,0,8,55,182,1701,394,3878,394
Microsoft.CodeQuality.Analyzers,3.3.2,ok,analyzers,,analyzers/dotnet/cs/Humanizer.dll,212008,158893,2261542,81,354,484,0,27,10,838,162,31,39,770,40,21,7,0,9,47,48,324,187,1302,187
Microsoft.NetFramework.Analyzers,3.3.2,ok,analyzers,,analyzers/dotnet/cs/Microsoft.NetFramework.Analyzers.dll,416136,211951,765557,36,113,268,0,30,0,381,425,34,368,51,69,20,22,0,0,20,13,1442,304,1671,304
Swashbuckle,5.6.0,metapackage,,,,,17481,17481,,,,,,,,,,,,,,,,,,,,,,
Microsoft.VisualStudio.Threading,18.7.23,metapackage,,,,,49159,49159,,,,,,,,,,,,,,,,,,,,,,
EFCore.BulkExtensions,10.0.1,metapackage,,,,,65558,76328,,,,,,,,,,,,,,,,,,,,,,
HarfBuzzSharp.NativeAssets.Win32,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft.DiaSymReader.Native,,error:ValueError,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jQuery.UI.Combined,1.14.1,metapackage,,,,,65558,429044,,,,,,,,,,,,,,,,,,,,,,
runtime.osx-arm64.runtime.native.System.IO.Ports,10.0.11,metapackage,,,,,57128,57128,,,,,,,,,,,,,,,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-7.0.100.Msi.x64,16.4.7142,metapackage,,,,,65558,369926,,,,,,,,,,,,,,,,,,,,,,
SonarAnalyzer.CSharp,10.33.0.1635,ok,analyzers,,analyzers/SonarAnalyzer.CSharp.dll,3902808,1355178,1324472,2293,9602,6346,0,950,351,15948,5163,2103,3041,2681,4371,647,1890,0,25,995,1950,12421,4260,28618,4260
